classname           z_sdss  z_shen 
 GB6J140826+431711  1.30855 0.00000 
 GB6J140828+022556  0.17912 0.00000 
 GB6J140835+361807  0.95594 0.00000 
 GB6J140850+650550  1.94063 1.93830 
 GB6J140929+104731  0.30449 0.00000 
 GB6J141003+020314  1.11557 0.00000 
 GB6J141015+562432  0.54686 0.00000 
 GB6J141031+614138  2.24751 2.24680 
 GB6J141034+073116  0.90497 0.00000 
 GB6J141042+585633  2.29631 0.00000 
 GB6J141107+003604  1.72233 1.72520 
 GB6J141129+270427  1.32500 0.00000 
 GB6J141150+150835  0.24834 0.00000 
 GB6J141152+430022  3.22434 3.19990 
 GB6J141155+341516  1.81880 1.81820 
 GB6J141159+423952  0.88646 0.88620 
 GB6J141203+125716  2.42748 0.00000 
 GB6J141212+062408  4.32850 4.46660 
 GB6J141239+484444  0.90596 0.90640 
 GB6J141303+325334  1.14658 1.14580 
 GB6J141307+474218  1.73852 1.74150 
 GB6J141313+411711  2.61249 2.61680 
 GB6J141319+450527  3.09882 3.11260 
 GB6J141324+530532  0.45586 0.45540 
 GB6J141343+433959  0.08934 0.00000 
 GB6J141416+100827  1.78667 1.78370 
 GB6J141418+211621  1.10843 1.10840 
 GB6J141431+014412  0.05306 0.00000 
 GB6J141444+042946  0.87859 0.00000 
 GB6J141451+030810  0.02528 0.00000 
 GB6J141515+530710  0.75844 0.00000 
 GB6J141528+370619  2.37018 2.37360 
 GB6J141536+483102  1.81264 0.00000 
 GB6J141542+121227  0.27218 0.00000 
 GB6J141559+132015  0.24678 0.00000 
 GB6J141628+124226  0.33441 0.33470 
 GB6J141636+143045  2.78206 0.00000 
 GB6J141653+104828  0.02471 0.00000 
 GB6J141707+595110  1.53298 0.00000 
 GB6J141708+460659  1.55498 1.55780 
 GB6J141731+111656  0.32599 0.00000 
 GB6J141741+381817  0.44919 0.44950 
 GB6J141747+092054  1.15622 1.15730 
 GB6J141754+204014  0.25106 0.00000 
 GB6J141842+235830  0.42383 0.00000 
 GB6J141903+162955  0.34157 0.00000 
 GB6J141905+055507  2.28726 2.29350 
 GB6J141909+060334  2.39584 0.00000 
 GB6J141912+375041  0.61080 0.00000 
 GB6J141918+075926  3.04905 0.00000 
 GB6J141919+051115  0.78753 0.78700 
 GB6J141945+382201  1.83230 1.83120 
 GB6J141946+542328  0.15248 0.00000 
 GB6J141947+543508  0.34131 0.00000 
 GB6J141958+270625  0.53814 0.53820 
 GB6J142001+372149  0.97115 0.97000 
 GB6J142009+175626  1.38232 1.38390 
 GB6J142015+061427  0.62449 0.00000 
 GB6J142020+462453  1.24633 1.24430 
 GB6J142037+471431  3.23827 3.23250 
 GB6J142050+270420  2.51643 0.00000 
 GB6J142106+385537  0.48904 0.48880 
 GB6J142116+282510  0.53802 0.00000 
 GB6J142118+091730  0.61495 0.00000 
 GB6J142122+464551  1.66782 1.66940 
 GB6J142125+394324  0.62122 0.62140 
 GB6J142154+035539  0.99522 0.00000 
 GB6J142229+322255  0.68160 0.68140 
 GB6J142241+041424  0.97253 0.97190 
 GB6J142250+070009  1.45036 1.45050 
 GB6J142304+373708  1.15552 0.00000 
 GB6J142307+162119  1.06575 0.00000 
 GB6J142307+480204  2.23232 0.00000 
 GB6J142312+505543  0.27541 0.27580 
 GB6J142330+120005  1.61268 1.61270 
 GB6J142330+515007  1.68455 1.68720 
 GB6J142344+524821  1.85695 0.00000 
 GB6J142349+031116  1.88438 1.88460 
 GB6J142350+202938  0.93370 0.93440 
 GB6J142358+131600  0.36695 0.00000 
 GB6J142409+043508  1.36554 0.00000 
 GB6J142409+113642  1.78430 0.00000 
 GB6J142414+250432  0.09868 0.00000 
 GB6J142436+470555  1.71991 1.72280 
 GB6J142454+361545  6.04182 0.00000 
 GB6J142513+441700  3.38418 3.37960 
 GB6J142519+123925  1.51194 1.51220 
 GB6J142526+160259  0.66128 0.00000 
 GB6J142549+394658  0.50526 0.00000 
 GB6J142616+122857  0.33402 0.00000 
 GB6J142616+151209  0.53530 0.00000 
 GB6J142629+130123  1.42191 1.43180 
 GB6J142631+025638  0.86099 0.86110 
 GB6J142641+571814  1.69999 0.00000 
 GB6J142711+304118  0.11979 0.00000 
 GB6J142715+440747  0.48624 0.00000 
 GB6J142734+062709  0.49359 0.00000 
 GB6J142739+101022  0.67900 0.00000 
 GB6J142814+391222  0.25832 0.00000 
 GB6J142822+563601  2.12955 2.13520 
 GB6J142834+484704  0.60461 0.00000 
 GB6J142846+210402  1.45406 1.45740 
 GB6J142853+100140  1.49605 1.49940 
 GB6J142920+130040  0.36153 0.00000 
 GB6J142921+540613  2.97909 3.00770 
 GB6J142931+525044  1.46385 1.46760 
 GB6J142938+103451  0.03395 0.00000 
 GB6J143009+104340  1.70512 1.71020 
 GB6J143023+420450  4.65633 0.00000 
 GB6J143027+251214  1.21818 1.21850 
 GB6J143041+364906  2.60886 0.56600 
 GB6J143053+204640  2.46869 0.00000 
 GB6J143120+395245  1.21681 1.21520 
 GB6J143126+244227  0.40666 0.40660 
 GB6J143126+441839  1.30619 1.30550 
 GB6J143204+030538  0.51041 0.00000 
 GB6J143239+361823  0.01325 0.00000 
 GB6J143247+270611  0.15007 0.00000 
 GB6J143322+452320  1.63658 1.63580 
 GB6J143405+420313  1.23796 0.00000 
 GB6J143410+144853  0.83707 0.83720 
 GB6J143417+242503  0.08497 0.00000 
 GB6J143417+542949  1.40467 0.00000 
 GB6J143445+332806  0.19756 0.00000 
 GB6J143504+163102  0.45010 0.00000 
 GB6J143506+044705  0.62278 0.00000 
 GB6J143514+114919  0.13079 0.00000 
 GB6J143521+202050  0.74780 0.00000 
 GB6J143526+540239  0.58330 0.00000 
 GB6J143533+460353  2.13735 2.14430 
 GB6J143533+543605  3.80977 3.81140 
 GB6J143537+415359  0.57875 0.57790 
 GB6J143541+024228  2.18107 2.18080 
 GB6J143556+172915  1.20212 1.20270 
 GB6J143626+412931  0.40354 0.00000 
 GB6J143635+215154  2.38798 0.00000 
 GB6J143641+232039  1.54760 1.54760 
 GB6J143646+633645  2.06598 2.06790 
 GB6J143701+050604  0.75811 0.75830 
 GB6J143708+040536  2.02349 2.02500 
 GB6J143717+361901  1.11656 1.10950 
 GB6J143721+511259  2.15733 0.00000 
 GB6J143735+420809  2.38670 0.00000 
 GB6J143738+124423  2.38538 0.00000 
 GB6J143740+311907  1.35705 1.35660 
 GB6J143756+015639  1.18020 1.18340 
 GB6J143757+351931  0.53660 0.53690 
 GB6J143759+300201  1.22452 0.00000 
 GB6J143807+175804  2.03130 2.03760 
 GB6J143828+441811  2.10300 2.09730 
 GB6J143828+613046  0.99572 0.99760 
 GB6J143853+371026  2.40031 0.00000 
 GB6J143905+441015  1.38747 1.38720 
 GB6J143911+111749  2.58542 2.58270 
 GB6J143911+245515  1.64265 1.64310 
 GB6J143920+371148  1.02256 1.02670 
 GB6J143942+582801  0.42496 0.42490 
 GB6J143947+495817  1.35421 0.00000 
 GB6J143955+521038  1.64079 1.64870 
 GB6J144001+610139  2.11543 2.11370 
 GB6J144017+055616  0.06111 0.00000 
 GB6J144052+061033  3.24326 0.00000 
 GB6J144140+115436  0.51498 0.52420 
 GB6J144245+100808  1.00702 1.00750 
 GB6J144248+120100  0.16309 0.00000 
 GB6J144339+541136  1.51798 0.00000 
 GB6J144342+423403  1.16321 1.16080 
 GB6J144349+564553  2.76495 2.75980 
 GB6J144356+250156  0.93974 0.00000 
 GB6J144357+633228  1.40119 1.39800 
 GB6J144423+074008  1.48844 0.00000 
 GB6J144439+163204  1.03609 0.00000 
 GB6J144444+142347  0.14054 0.00000 
 GB6J144450+113203  0.84983 0.85040 
 GB6J144452+360605  0.35223 0.35200 
 GB6J144536+184433  2.73307 0.00000 
 GB6J144607+090349  0.19367 0.00000 
 GB6J144609+043019  0.69349 0.00000 
 GB6J144635+172103  1.02428 1.02360 
 GB6J144642+142814  1.97763 1.97140 
 GB6J144645+130909  0.72183 0.72250 
 GB6J144650+213148  1.39542 1.39450 
 GB6J144716+192033  1.31120 1.30950 
 GB6J144754+582435  2.97666 2.97380 
 GB6J144755+292424  2.73228 0.00000 
 GB6J144824+472014  0.24460 0.00000 
 GB6J144837+341612  0.96988 0.97050 
 GB6J144850+040215  0.87107 0.00000 
 GB6J144856+433114  1.61381 1.61600 
 GB6J144905+091600  0.78723 0.00000 
 GB6J144908+071621  2.19705 0.00000 
 GB6J144920+422103  0.17862 0.00000 
 GB6J144922+253256  0.37408 0.00000 
 GB6J144926+065055  0.14005 0.00000 
 GB6J144928+080127  0.65120 0.65140 
 GB6J144930+274649  0.22720 0.00000 
 GB6J145003+001638  0.95209 0.95740 
 GB6J145011+471049  0.71426 0.71420 
 GB6J145031+050808  1.63506 1.63500 
 GB6J145031+091012  2.62741 0.00000 
 GB6J145037+043321  1.59985 0.00000 
 GB6J145041+365332  2.52406 0.00000 
 GB6J145048+100546  0.05453 0.00000 
 GB6J145102+114111  1.06670 1.06710 
 GB6J145122+251605  0.54521 0.54540 
 GB6J145215+080001  1.55011 1.55420 
 GB6J145231+255115  0.30956 0.00000 
 GB6J145239+062719  0.26716 0.00000 
 GB6J145249+473509  1.15515 1.15820 
 GB6J145251+523957  2.33998 2.33880 
 GB6J145300+103606  2.27735 2.27780 
 GB6J145319+350539  0.71472 0.00000 
 GB6J145338+535343  0.44607 0.00000 
 GB6J145344+102600  1.76868 1.76870 
 GB6J145353+264827  0.53193 0.00000 
 GB6J145359+091533  0.27920 0.27900 
 GB6J145425+162332  1.27391 1.27630 
 GB6J145428+512445  2.07038 0.00000 
 GB6J145432+295549  0.57695 0.00000 
 GB6J145444+523653  0.76169 0.00000 
 GB6J145506+064024  2.21848 0.00000 
 GB6J145507+025028  0.95745 0.00000 
 GB6J145549+221014  0.18028 0.00000 
 GB6J145553+443129  2.68712 2.66960 
 GB6J145554+115141  0.03168 0.00000 
 GB6J145610+354853  1.61004 1.60990 
 GB6J145702+090856  0.67780 0.00000 
 GB6J145721+051915  3.17793 3.17550 
 GB6J145737+075008  0.57401 0.00000 
 GB6J145738+373000  3.84618 0.00000 
 GB6J145755+574445  2.12606 2.12870 
 GB6J145842+000435  2.41786 2.42790 
 GB6J145842+091115  0.26178 0.00000 
 GB6J145844+372021  0.33336 0.00000 
 GB6J145859+041600  0.39165 0.39150 
 GB6J145904+164048  2.02399 2.03220 
 GB6J145922+152639  0.36972 0.00000 
 GB6J145924+340131  2.78793 2.78980 
 GB6J145936+444152  3.42826 0.00000 
 GB6J145949+185306  0.13584 0.00000 
 GB6J145957+333716  0.64442 0.64480 
 GB6J150048+475123  1.09296 0.00000 
 GB6J150116+304605  1.94451 0.00000 
 GB6J150124+561945  1.46602 1.46700 
 GB6J150129+182241  4.62015 0.00000 
 GB6J150204+604553  1.29865 1.29690 
 GB6J150221+121354  1.39329 0.00000 
 GB6J150224+101559  1.62565 1.62900 
 GB6J150228+483717  3.21371 3.21020 
 GB6J150233+335106  0.31181 0.00000 
 GB6J150321+162730  1.08783 1.09250 
 GB6J150328+041959  3.66361 3.66440 
 GB6J150330+193900  0.15075 0.00000 
 GB6J150340+101604  0.09511 0.00000 
 GB6J150348+480002  0.15864 0.00000 
 GB6J150419+314216  1.19844 1.19920 
 GB6J150423+081354  2.85646 0.00000 
 GB6J150424+102943  1.83795 1.83930 
 GB6J150505+032628  0.40827 0.40890 
 GB6J150522+604007  0.15858 0.00000 
 GB6J150545+411721  1.52254 1.52400 
 GB6J150606+435857  0.91976 0.91980 
 GB6J150609+373049  0.67330 0.00000 
 GB6J150625+312754  0.60987 0.00000 
 GB6J150655+125058  0.02227 0.00000 
 GB6J150702+105255  0.29807 0.00000 
 GB6J150711+511719  1.77732 1.77190 
 GB6J150722+101836  0.07799 0.00000 
 GB6J150725+082939  0.07867 0.00000 
 GB6J150725+112658  0.67478 0.00000 
 GB6J150734+474045  1.53477 1.54010 
 GB6J150759+041518  1.70264 1.70060 
 GB6J150805+185232  1.82633 1.82470 
 GB6J150824+334706  2.20879 2.20740 
 GB6J150827+560404  0.97776 0.97770 
 GB6J150835+184530  0.36377 0.00000 
 GB6J150910+161116  1.14767 1.14740 
 GB6J150911+144532  0.12196 0.00000 
 GB6J150929+073323  0.07717 0.00000 
 GB6J150938+084444  0.07844 0.00000 
 GB6J150939+264245  1.03476 1.03500 
 GB6J150948+054525  0.35926 0.00000 
 GB6J150948+155702  0.18737 0.00000 
 GB6J151002+570256  4.31324 4.30870 
 GB6J151122+200643  0.63620 0.00000 
 GB6J151130+071445  0.04483 0.00000 
 GB6J151140+051805  0.08418 0.00000 
 GB6J151148+140505  2.13771 0.00000 
 GB6J151148+554201  0.46863 0.00000 
 GB6J151152+522541  1.13366 1.13340 
 GB6J151157+590500  1.56777 0.00000 
 GB6J151204+035826  0.52298 0.00000 
 GB6J151217+470332  1.14427 0.00000 
 GB6J151300+352545  2.22933 2.23450 
 GB6J151313+071331  0.01304 0.00000 
 GB6J151326+330456  0.94942 0.95060 
 GB6J151400+281322  1.54791 1.55230 
 GB6J151408+350934  0.72653 0.00000 
 GB6J151420+293109  1.62894 1.62920 
 GB6J151435+025238  0.82210 0.82210 
 GB6J151438+445013  0.57182 0.00000 
 GB6J151509+213326  2.24646 2.24570 
 GB6J151526+593447  0.62279 0.62260 
 GB6J151527+090448  2.23974 0.00000 
 GB6J151532+491545  1.89408 1.89440 
 GB6J151610+584250  0.52951 0.00000 
 GB6J151618+052445  1.70800 1.71310 
 GB6J151639+001509  0.05259 0.00000 
 GB6J151640+291825  0.12988 0.00000 
 GB6J151648+320519  0.53977 0.00000 
 GB6J151657+193224  0.58042 0.00000 
 GB6J151700+253528  1.56003 1.56110 
 GB6J151738+361152  1.37228 1.37240 
 GB6J151806+424346  0.04027 0.00000 
 GB6J151838+404532  0.06516 0.00000 
 GB6J151839+500314  1.51195 1.51460 
 GB6J151844+413146  1.53144 1.53520 
 GB6J151910+363926  1.76205 1.76370 
 GB6J152014+073752  0.36009 0.00000 
 GB6J152021+025310  1.19564 1.19850 
 GB6J152034+554246  0.00354 0.00000 
 GB6J152036+160134  1.47268 1.46690 
 GB6J152039+421129  0.48476 0.00000 
 GB6J152044+073227  1.07570 1.07750 
 GB6J152044+473253  2.81074 2.81100 
 GB6J152045+270631  2.73213 0.00000 
 GB6J152104+283029  0.69060 0.00000 
 GB6J152115+165408  1.38081 1.37880 
 GB6J152116+023839  1.49009 1.49050 
 GB6J152118+175605  3.05719 3.05300 
 GB6J152122+042041  0.05216 0.00000 
 GB6J152141+051650  2.52753 2.50260 
 GB6J152149+433636  2.17007 2.17020 
 GB6J152209+135804  1.79855 1.79790 
 GB6J152209+314418  1.48856 0.00000 
 GB6J152303+572201  1.73346 1.73910 
 GB6J152334+154808  0.75247 0.75340 
 GB6J152442+152102  0.62983 0.63030 
 GB6J152500+332405  0.08156 0.00000 
 GB6J152501+110734  0.33263 0.33250 
 GB6J152505+530637  1.71684 1.72540 
 GB6J152525+420115  1.19502 1.19460 
 GB6J152549+582908  0.31032 0.00000 
 GB6J152609+260106  1.58035 1.58290 
 GB6J152616+245444  2.67680 0.00000 
 GB6J152641+163249  0.83087 0.83080 
 GB6J152645+095929  1.35921 1.35880 
 GB6J152718+311514  1.39191 1.40130 
 GB6J152745+584927  0.63549 0.63600 
 GB6J152747+010328  2.31778 0.00000 
 GB6J152825+472810  2.52569 0.00000 
 GB6J152837+381612  0.74930 0.00000 
 GB6J152911+105003  0.20831 0.00000 
 GB6J152913+072734  0.20758 0.00000 
 GB6J152916+324906  1.65018 1.64930 
 GB6J152946+182735  1.98145 1.97920 
 GB6J153007+571306  3.25020 0.00000 
 GB6J153010+290029  0.08419 0.00000 
 GB6J153013+270604  0.03254 0.00000 
 GB6J153016+375836  0.15171 0.00000 
 GB6J153025+570736  0.68356 0.00000 
 GB6J153123+075420  2.46466 2.45580 
 GB6J153138+064032  0.10118 0.00000 
 GB6J153202+301639  0.06533 0.00000 
 GB6J153233+513008  1.87842 1.87570 
 GB6J153246+234400  0.82352 0.82350 
 GB6J153308+583445  1.38776 0.00000 
 GB6J153312+065809  1.16075 1.16130 
 GB6J153313+482545  2.29614 0.00000 
 GB6J153324+070516  2.95730 0.00000 
 GB6J153327+063511  0.35396 0.00000 
 GB6J153347+060827  0.32985 0.00000 
 GB6J153349+272812  0.03243 0.00000 
 GB6J153404+482346  0.54282 0.54300 
 GB6J153432+492058  1.29387 1.29380 
 GB6J153433+573746  2.16438 0.00000 
 GB6J153438+251317  0.03395 0.00000 
 GB6J153452+013102  1.42758 1.42530 
 GB6J153456+583920  1.90412 1.90470 
 GB6J153515+483709  2.55852 2.54190 
 GB6J153516+195457  3.59603 0.00000 
 GB6J153517+114017  0.40105 0.00000 
 GB6J153533+025419  4.38719 0.00000 
 GB6J153533+332042  3.02939 0.00000 
 GB6J153622+020204  2.99361 2.99750 
 GB6J153626+374157  0.67916 0.00000 
 GB6J153645+013720  0.31077 0.00000 
 GB6J153653+044519  0.03905 0.00000 
 GB6J153654+322255  2.20905 0.00000 
 GB6J153714+230054  0.46231 0.46250 
 GB6J153734+583243  3.07163 3.05900 
 GB6J153753+085026  2.21775 2.21960 
 GB6J153819+410552  0.48091 0.48120 
 GB6J153845+015443  1.56690 1.56740 
 GB6J153850+132500  0.40172 0.40150 
 GB6J153857+355709  0.23260 0.00000 
 GB6J153857+422547  0.63331 0.00000 
 GB6J153900+353053  0.07784 0.00000 
 GB6J153904+140148  0.13553 0.00000 
 GB6J153905+053445  1.50861 1.51130 
 GB6J153906+125628  0.09274 0.00000 
 GB6J153909+332410  1.66927 1.66620 
 GB6J153926+160406  2.53478 2.54240 
 GB6J153931+381011  0.06488 0.00000 
 GB6J153935+170635  1.11388 1.11370 
 GB6J153938+274433  2.19601 0.00000 
 GB6J153954+314623  1.88163 1.87000 
 GB6J154003+104451  1.78736 1.78680 
 GB6J154006+141116  0.11945 0.11970 
 GB6J154023+031148  0.48903 0.00000 
 GB6J154031+353826  0.54830 0.00000 
 GB6J154038+580351  1.24954 1.25000 
 GB6J154048+144739  0.60618 0.00000 
 GB6J154049+013233  0.77431 0.77390 
 GB6J154054+343020  0.19418 0.00000 
 GB6J154102+411433  0.41988 0.00000 
 GB6J154119+142221  0.22910 0.00000 
 GB6J154125+534827  2.55016 2.52470 
 GB6J154135+374043  2.25712 2.25280 
 GB6J154150+141419  0.22301 0.00000 
 GB6J154155+085643  2.33183 0.00000 
 GB6J154201+111047  2.75682 0.00000 
 GB6J154201+204600  1.85915 1.85590 
 GB6J154202+565521  0.32304 0.00000 
 GB6J154231+493835  0.59031 0.58960 
 GB6J154234+550921  0.96904 0.00000 
 GB6J154243+045128  1.72665 1.72630 
 GB6J154246+334553  0.28236 0.00000 
 GB6J154404+144908  2.15404 0.00000 
 GB6J154405+324051  1.04757 1.04660 
 GB6J154419+045822  0.32616 0.00000 
 GB6J154503+513502  1.92994 1.92910 
 GB6J154519+413052  2.87590 0.00000 
 GB6J154521+014514  1.87167 1.86770 
 GB6J154534+200654  2.13247 2.12770 
 GB6J154542+540048  1.92820 0.00000 
 GB6J154603+444859  2.78860 0.00000 
 GB6J154609+002614  0.55808 0.00000 
 GB6J154625+181703  1.45900 0.00000 
 GB6J154632+194811  0.59167 0.00000 
 GB6J154634+514703  2.20400 0.00000 
 GB6J154638+364430  0.94145 0.93930 
 GB6J154641+262123  1.23946 1.23660 
 GB6J154710+031006  0.19919 0.00000 
 GB6J154751+351859  0.61958 0.00000 
 GB6J154757+420908  2.74560 2.74420 
 GB6J154814+403114  2.82432 2.82650 
 GB6J154817+351124  0.47859 0.47860 
 GB6J154827+073819  2.88869 2.84890 
 GB6J154854+172751  1.87805 1.87350 
 GB6J154912+035217  3.93519 0.00000 
 GB6J154915+171722  1.09489 1.09320 
 GB6J154917+503810  2.17428 2.17410 
 GB6J154929+023707  0.41421 0.41430 
 GB6J154929+170853  3.38550 0.00000 
 GB6J154945+613415  2.26640 0.00000 
 GB6J154948+073925  1.27806 1.27830 
 GB6J155035+052702  1.42039 1.41700 
 GB6J155043+112057  0.43586 0.43570 
 GB6J155044+453612  3.01124 0.00000 
 GB6J155100+191649  0.10136 0.00000 
 GB6J155121+071401  0.67548 0.00000 
 GB6J155202+085051  3.64034 0.00000 
 GB6J155211+231218  1.42379 1.43030 
 GB6J155220+363450  1.49982 1.50440 
 GB6J155304+183710  0.75411 0.00000 
 GB6J155316+403927  2.74056 2.75250 
 GB6J155320+175427  4.52497 0.00000 
 GB6J155333+125655  1.30916 1.30810 
 GB6J155345+191536  0.62921 0.00000 
 GB6J155419+161429  1.30405 0.00000 
 GB6J155424+201137  0.22226 0.00000 
 GB6J155441+434821  1.45894 1.45890 
 GB6J155500+214215  1.39973 0.00000 
 GB6J155505+443331  2.33005 0.00000 
 GB6J155538+110648  2.66362 2.67640 
 GB6J155602+242659  0.04254 0.00000 
 GB6J155613+281129  0.20793 0.00000 
 GB6J155621+260644  0.44526 0.00000 
 GB6J155632+145749  1.53340 0.00000 
 GB6J155722+544043  0.04694 0.00000 
 GB6J155749+161823  0.03701 0.00000 
 GB6J155751+025311  1.99768 1.98800 
 GB6J155758+400815  1.11796 1.11920 
 GB6J155806+051238  1.00329 1.00310 
 GB6J155843+231831  0.00032 0.00000 
 GB6J155850+515557  1.42619 1.42470 
 GB6J155854+332328  1.66074 1.65410 
 GB6J155930+030444  3.89497 0.00000 
 GB6J155948+080524  2.17745 0.00000 
 GB6J155951+231705  1.03354 0.00000 
 GB6J155955+025725  0.83761 0.00000 
 GB6J160003+041303  0.79436 0.00000 
 GB6J160013+045239  0.30708 0.00000 
 GB6J160017+183828  2.40154 2.40400 
 GB6J160029+073126  2.07854 2.08240 
 GB6J160040+172022  0.41482 0.00000 
 GB6J160103+170658  2.61424 0.00000 
 GB6J160154+135703  2.23654 2.23990 
 GB6J160208+261026  2.66024 0.00000 
 GB6J160214+241832  1.79073 1.78860 
 GB6J160238+264600  0.37141 0.00000 
 GB6J160302+391755  0.61459 0.00000 
 GB6J160314+023123  1.31018 1.30940 
 GB6J160327+521215  0.81245 0.81250 
 GB6J160331+171157  0.03402 0.00000 
 GB6J160338+155357  0.10976 0.00000 
 GB6J160342+110547  2.22465 0.00000 
 GB6J160356+114345  0.04767 0.00000 
 GB6J160357+573101  2.85482 0.00000 
 GB6J160420+432339  2.40225 2.40760 
 GB6J160426+174440  0.04089 0.00000 
 GB6J160504+302907  0.73602 0.00000 
 GB6J160524+303836  2.68555 0.00000 
 GB6J160532+531250  0.06333 0.00000 
 GB6J160533+300127  2.41461 0.00000 
 GB6J160533+372245  1.80097 1.79710 
 GB6J160546+042837  0.46282 0.00000 
 GB6J160606+062001  0.90872 0.91080 
 GB6J160609+494458  1.79255 0.00000 
 GB6J160615+430302  2.51752 0.00000 
 GB6J160616+181501  0.03690 0.00000 
 GB6J160619+134539  0.29029 0.00000 
 GB6J160657+271724  0.93300 0.93370 
 GB6J160707+155113  0.89519 0.00000 
 GB6J160758+073833  2.69578 0.00000 
 GB6J160820+561407  1.94923 0.00000 
 GB6J160822+401225  0.62826 0.62750 
 GB6J160842+210952  1.49409 1.49500 
 GB6J160846+102905  1.23248 1.23180 
 GB6J160904+251426  0.87498 0.00000 
 GB6J160913+535446  0.99270 0.99260 
 GB6J160934+471755  1.42860 1.42650 
 GB6J161004+181156  3.12188 3.11880 
 GB6J161113+265533  0.03193 0.00000 
 GB6J161149+185638  1.78390 1.78160 
 GB6J161216+470311  4.36238 0.00000 
 GB6J161233+293912  0.03208 0.00000 
 GB6J161243+080052  0.30476 0.00000 
 GB6J161252+275841  3.54425 3.53470 
 GB6J161317+221610  1.46920 1.46950 
 GB6J161340+341241  1.39804 1.40000 
 GB6J161349+041913  0.98570 0.00000 
 GB6J161351+174755  2.08613 2.08800 
 GB6J161411+085746  0.22791 0.00000 
 GB6J161428+174216  2.81191 2.80980 
 GB6J161433+511622  1.55236 1.55250 
 GB6J161442+054844  1.48432 1.48630 
 GB6J161446+253622  2.44616 2.44230 
 GB6J161447+374554  1.52948 1.53130 
 GB6J161453+200927  1.94672 1.94720 
 GB6J161526+431255  3.14457 3.15650 
 GB6J161530+213003  1.62740 1.62780 
 GB6J161533+153446  1.30109 0.00000 
 GB6J161555+062321  0.99832 0.99970 
 GB6J161602+243136  4.41129 0.00000 
 GB6J161604+463229  0.95025 0.95010 
 GB6J161630+142910  2.98218 2.97820 
 GB6J161656+362145  2.26283 2.26450 
 GB6J161706+410658  0.26672 0.00000 
 GB6J161715+551601  2.47501 0.00000 
 GB6J161727+514025  2.55774 2.55830 
 GB6J161744+515101  1.19769 1.19730 
 GB6J161749+380212  1.60867 1.60680 
 GB6J161820+010653  1.94784 1.94260 
 GB6J161826+081947  0.44629 0.44590 
 GB6J161827+371724  0.77693 0.00000 
 GB6J161852+233426  0.76947 0.77010 
 GB6J161857+545238  0.21392 0.00000 
 GB6J161901+303119  1.28762 1.28730 
 GB6J161904+061257  2.09449 2.09590 
 GB6J161931+163732  0.32635 0.31820 
 GB6J161932+180716  1.24065 1.23720 
 GB6J161941+525617  2.34416 0.00000 
 GB6J162005+351608  2.95991 2.95910 
 GB6J162010+555943  1.56511 0.00000 
 GB6J162014+103634  2.09692 2.09860 
 GB6J162054+544845  1.14508 0.00000 
 GB6J162108+070037  2.05457 2.06420 
 GB6J162134+582235  0.49600 0.00000 
 GB6J162146+540353  1.60477 0.00000 
 GB6J162230+400654  0.68780 0.68790 
 GB6J162234+142629  0.93129 0.93110 
 GB6J162236+551310  2.25568 0.00000 
 GB6J162308+390946  1.97814 1.97570 
 GB6J162325+154257  3.09093 0.00000 
 GB6J162330+355939  0.86628 0.86650 
 GB6J162344+071903  1.64964 1.64760 
 GB6J162345+273525  1.39655 1.39610 
 GB6J162358+074139  1.29860 1.29700 
 GB6J162440+625949  1.71252 1.71550 
 GB6J162507+090220  1.81830 1.81790 
 GB6J162542+411835  0.70391 0.00000 
 GB6J162547+201752  1.44941 1.45020 
 GB6J162552+402723  0.02918 0.00000 
 GB6J162553+434700  1.04558 1.04740 
 GB6J162607+504902  0.52189 0.00000 
 GB6J162612+512044  0.17853 0.00000 
 GB6J162711+314407  0.73232 0.73250 
 GB6J162745+480337  2.32398 0.00000 
 GB6J162805+252627  0.99488 0.99710 
 GB6J162818+351045  0.71481 0.71510 
 GB6J162827+140225  1.25267 1.25210 
 GB6J162837+473419  1.63226 0.00000 
 GB6J162842+252831  0.21989 0.00000 
 GB6J162849+131729  0.11883 0.00000 
 GB6J162849+564133  1.25081 0.00000 
 GB6J162916+445638  1.54854 1.54170 
 GB6J162955+421125  1.36475 0.00000 
 GB6J163116+492740  0.51794 0.00000 
 GB6J163129+532232  0.84706 0.00000 
 GB6J163132+502815  2.35291 0.00000 
 GB6J163136+302327  1.26366 1.26080 
 GB6J163257+161605  0.84913 0.85440 
 GB6J163319+211257  0.19824 0.00000 
 GB6J163355+153446  2.43584 2.43880 
 GB6J163412+320339  2.33355 2.34360 
 GB6J163515+380813  1.81397 1.81310 
 GB6J163548+362925  3.64718 0.00000 
 GB6J163611+262345  1.14515 1.14600 
 GB6J163611+283513  0.25802 0.00000 
 GB6J163626+361507  0.90912 0.90910 
 GB6J163637+211259  1.80249 1.80150 
 GB6J163641+464713  2.52986 2.52630 
 GB6J163646+355801  1.90903 1.90680 
 GB6J163727+161315  0.35084 0.00000 
 GB6J163731+195037  1.95697 1.95490 
 GB6J163744+471739  0.73542 0.00000 
 GB6J163755+250922  1.10843 1.10660 
 GB6J163817+412728  2.22782 0.00000 
 GB6J163828+223858  0.17488 0.00000 
 GB6J163828+363610  0.83860 0.00000 
 GB6J163917+412858  0.69056 0.69030 
 GB6J163955+470533  0.86048 0.85960 
 GB6J163956+112758  0.07918 0.99400 
