 classname				 z_shen  gbflux psfmagr logMBH_shen    logMBH_shen_Err    logMBH_shen_CIV    logMBH_shen_CIV_err 	# CLASS con massa Shen
 GB6J152745+584927 0.63600    106  18.289       9.446           0.069           0.000              -1.000 
 GB6J152916+324906 1.64930     35  17.457       9.676           0.269           8.986               0.021 
 GB6J152920+473906 3.08000     35   0.000       8.646           0.042           8.646               0.042 
 GB6J152946+182735 1.97920     74  18.949       9.135           0.087           9.135               0.087 
 GB6J153123+075420 2.45580     50  19.110       8.981           0.133           8.981               0.133 
 GB6J153233+513008 1.87570     43  18.305       9.233           0.506           9.366               0.085 
 GB6J153246+234400 0.82350    109  19.245       8.320           0.161           0.000              -1.000 
 GB6J153312+065809 1.16130     53  17.915       9.418           0.065           0.000              -1.000 
 GB6J153404+482346 0.54300    204  18.565       8.313           0.173           0.000              -1.000 
 GB6J153432+492058 1.29380     84  18.506       9.331           0.154           0.000              -1.000 
 GB6J153452+013102 1.42530   1285  19.269       9.240           0.067           0.000              -1.000 
 GB6J153456+583920 1.90470    119  18.242       9.270           0.027           9.270               0.027 
 GB6J153515+483709 2.54190    163  17.837       9.734           0.108           9.734               0.108 
 GB6J153622+020204 2.99750     53  19.280       8.553           0.055           8.553               0.055 
 GB6J153714+230054 0.46250     84  19.008       8.425           0.067           0.000              -1.000 
 GB6J153734+583243 3.05900     44  20.144       7.964           0.125           7.964               0.125 
 GB6J153753+085026 2.21960    101  18.654       9.334           0.126           9.334               0.126 
 GB6J153819+410552 0.48120     33  18.733       8.676           0.046           0.000              -1.000 
 GB6J153845+015443 1.56740     36  20.324       9.050           0.221           8.047               1.548 
 GB6J153850+132500 0.40150     46  18.506       8.422           0.033           0.000              -1.000 
 GB6J153905+053445 1.51130    104  18.841       9.267           0.054           9.008               0.066 
 GB6J153909+332410 1.66620     39  19.119       8.742           0.363           9.086               0.205 
 GB6J153926+160406 2.54240    336  19.214       9.226           0.131           9.226               0.131 
 GB6J153935+170635 1.11370    101  17.859       9.321           0.038           0.000              -1.000 
 GB6J153954+314623 1.87000     34  18.946       9.791           0.189           9.300               0.089 
 GB6J154003+104451 1.78680     50  19.327       9.584           0.280           8.700               0.108 
 GB6J154006+141116 0.11970     88  16.850       8.461           0.013           0.000              -1.000 
 GB6J154038+580351 1.25000     71  18.532       9.616           0.329           0.000              -1.000 
 GB6J154049+013233 0.77390     40  19.146       9.083           0.192           0.000              -1.000 
 GB6J154125+534827 2.52470    248  18.925       8.886           0.100           8.886               0.100 
 GB6J154135+374043 2.25280     83  20.277       8.552           0.146           8.552               0.146 
 GB6J154201+204600 1.85590     59  18.096       9.511           0.046           9.055               0.076 
 GB6J154231+493835 0.58960     34  19.428       8.679           0.030           0.000              -1.000 
 GB6J154243+045128 1.72630     30  19.754       8.529           0.154           8.781               0.129 
 GB6J154405+324051 1.04660    233  17.312       9.168           0.029           0.000              -1.000 
 GB6J154503+513502 1.92910    588  17.575       9.777           0.032           9.777               0.032 
 GB6J154521+014514 1.86770     80  17.604       9.495           0.979           8.885               0.042 
 GB6J154534+200654 2.12770    125  19.127       9.184           0.133           9.184               0.133 
 GB6J154638+364430 0.93930     73  18.090       9.477           0.054           0.000              -1.000 
 GB6J154641+262123 1.23660     83  18.655       9.139           0.061           0.000              -1.000 
 GB6J154757+420908 2.74420     52  19.789       9.265           0.360           9.265               0.360 
 GB6J154814+403114 2.82650     35  19.094       9.042           0.117           9.042               0.117 
 GB6J154817+351124 0.47860    107  18.072       8.011           0.113           0.000              -1.000 
 GB6J154827+073819 2.84890     81  19.289       9.549           0.147           9.549               0.147 
 GB6J154854+172751 1.87350     87  19.398       9.304           0.285           9.134               0.078 
 GB6J154915+171722 1.09320     54  17.427       9.367           0.111           0.000              -1.000 
 GB6J154917+503810 2.17410    731  18.526       8.904           0.057           8.904               0.057 
 GB6J154929+023707 0.41430   1111  17.269       8.610           0.039           0.000              -1.000 
 GB6J154948+073925 1.27830     46  18.649       9.300           0.077           0.000              -1.000 
 GB6J155035+052702 1.41700   3702  18.265       9.384           0.155           0.000              -1.000 
 GB6J155043+112057 0.43570    543  18.785       8.868           0.080           0.000              -1.000 
 GB6J155211+231218 1.43030     74  18.539       9.488           0.047           0.000              -1.000 
 GB6J155220+363450 1.50440     31  19.179       9.635           0.078           8.635               0.263 
 GB6J155316+403927 2.75250     44  18.530       9.548           0.081           9.548               0.081 
 GB6J155333+125655 1.30810    742  17.311       9.110           0.072           0.000              -1.000 
 GB6J155441+434821 1.45890     63  19.687       9.446           0.216           0.000              -1.000 
 GB6J155538+110648 2.67640    149  18.955       9.245           0.313           9.245               0.313 
 GB6J155751+025311 1.98800    172  19.860       8.427           0.054           8.427               0.054 
 GB6J155758+400815 1.11920     91  18.222       8.907           0.158           0.000              -1.000 
 GB6J155806+051238 1.00310     40  18.428       9.123           0.042           0.000              -1.000 
 GB6J155850+515557 1.42470     41  19.769       9.164           0.202           0.000              -1.000 
 GB6J155854+332328 1.65410     95  17.233      10.100           0.052           9.493               0.231 
 GB6J160017+183828 2.40400    154  18.773       9.214           0.055           9.214               0.055 
 GB6J160029+073126 2.08240     34  18.043       9.487           0.057           9.487               0.057 
 GB6J160154+135703 2.23990    365  18.377       8.978           0.050           8.978               0.050 
 GB6J160214+241832 1.78860    214  17.887       9.730           0.135           8.907               0.132 
 GB6J160314+023123 1.30940    196  17.422       9.987           0.062           0.000              -1.000 
 GB6J160327+521215 0.81250     35  17.679       9.451           0.047           0.000              -1.000 
 GB6J160420+432339 2.40760     46  19.382       9.556           0.174           9.556               0.174 
 GB6J160533+372245 1.79710    125  20.218       8.561           0.198           8.962               0.127 
 GB6J160606+062001 0.91080    116  18.731       8.620           0.048           0.000              -1.000 
 GB6J160657+271724 0.93370    228  18.856       8.834           0.066           0.000              -1.000 
 GB6J160822+401225 0.62750    240  20.388       8.204           0.253           0.000              -1.000 
 GB6J160842+210952 1.49500     58  19.180       9.154           0.091           0.000              -1.000 
 GB6J160846+102905 1.23180   1412  18.108       8.646           0.350           0.000              -1.000 
 GB6J160913+535446 0.99260     65  18.051       9.557           0.119           0.000              -1.000 
 GB6J160934+471755 1.42650     88  19.155       8.717           0.145           0.000              -1.000 
 GB6J161004+181156 3.11880    131  18.274      10.014           0.049          10.014               0.049 
 GB6J161149+185638 1.78160    380  20.577       8.991           0.340           9.196               0.086 
 GB6J161252+275841 3.53470     60  19.806       8.945           0.192           8.945               0.192 
 GB6J161317+221610 1.46950     68  18.669       9.474           0.054           0.000              -1.000 
 GB6J161340+341241 1.40000   2324  17.317       9.128           0.045           0.000              -1.000 
 GB6J161351+174755 2.08800     84  19.224       8.910           0.059           8.910               0.059 
 GB6J161428+174216 2.80980     72  19.840       8.934           0.082           8.934               0.082 
 GB6J161433+511622 1.55250     35  19.002       8.982           0.079           8.793               0.126 
 GB6J161442+054844 1.48630     57  18.421       9.224           0.075           0.000              -1.000 
 GB6J161446+253622 2.44230     90  18.888       9.550           0.045           9.550               0.045 
 GB6J161447+374554 1.53130     36  16.696       9.684           0.188           9.283               0.131 
 GB6J161453+200927 1.94720     37  18.741       8.831           0.068           8.831               0.068 
 GB6J161526+431255 3.15650    129  19.795       9.424           0.283           9.424               0.283 
 GB6J161530+213003 1.62780    201  20.479       8.799           0.164           7.575               0.513 
 GB6J161555+062321 0.99970    100  17.373       8.979           0.159           0.000              -1.000 
 GB6J161604+463229 0.95010    237  19.442       8.444           0.149           0.000              -1.000 
 GB6J161630+142910 2.97820     58  20.038       9.446           0.140           9.446               0.140 
 GB6J161656+362145 2.26450    286  18.495       9.334           0.034           9.334               0.034 
 GB6J161727+514025 2.55830    157  20.284       8.545           0.150           8.545               0.150 
 GB6J161744+515101 1.19730     93  17.263       8.969           0.215           0.000              -1.000 
 GB6J161749+380212 1.60680     60  19.189       9.429           0.112           9.434               0.429 
 GB6J161820+010653 1.94260     40  19.029       8.746           0.082           8.746               0.082 
 GB6J161826+081947 0.44590    119  17.251      10.309           0.042           0.000              -1.000 
 GB6J161852+233426 0.77010     36  19.486       8.570           0.139           0.000              -1.000 
 GB6J161901+303119 1.28730     44  16.663       9.575           0.220           0.000              -1.000 
 GB6J161904+061257 2.09590    971  19.059       8.816           0.081           8.816               0.081 
 GB6J161931+163732 0.31820     32  19.268       8.785           0.105           0.000              -1.000 
 GB6J161932+180716 1.23720     32  17.974       9.290           0.058           0.000              -1.000 
 GB6J162005+351608 2.95910     38  18.598       9.275           0.081           9.275               0.081 
 GB6J162014+103634 2.09860     80  18.594       8.825           0.094           8.825               0.094 
 GB6J162108+070037 2.06420     49  19.835       9.333           0.146           9.333               0.146 
 GB6J162230+400654 0.68790     58  18.595       8.443           0.097           0.000              -1.000 
 GB6J162234+142629 0.93110    162  20.139       9.195           0.086           0.000              -1.000 
 GB6J162308+390946 1.97570    244  16.842       9.668           0.022           9.668               0.022 
 GB6J162330+355939 0.86650    144  18.152       9.094           0.097           0.000              -1.000 
 GB6J162344+071903 1.64760     70  17.539       9.706           0.100           8.963               0.035 
 GB6J162345+273525 1.39610     47  18.613       9.187           0.089           0.000              -1.000 
 GB6J162358+074139 1.29700    149  17.901       9.628           0.183           0.000              -1.000 
 GB6J162440+625949 1.71550     72  18.709       9.056           0.188           8.877               0.094 
 GB6J162507+090220 1.81790     80  18.462       9.124           0.066           9.458               0.032 
 GB6J162547+201752 1.45020     54  17.537       9.314           0.033           0.000              -1.000 
 GB6J162553+434700 1.04740    123  18.349       8.727           0.073           0.000              -1.000 
 GB6J162711+314407 0.73250     76  20.361       8.233           0.193           0.000              -1.000 
 GB6J162805+252627 0.99710     59  18.436       9.179           0.099           0.000              -1.000 
 GB6J162818+351045 0.71510     30  18.369       9.053           0.146           0.000              -1.000 
 GB6J162827+140225 1.25210     53  17.956       9.534           0.039           0.000              -1.000 
 GB6J162916+445638 1.54170     35  19.421      10.238           0.191           0.000              -1.000 
 GB6J163136+302327 1.26080     36  18.733       8.845           0.071           0.000              -1.000 
 GB6J163257+161605 0.85440    121  19.474       8.371           0.329           0.000              -1.000 
 GB6J163355+153446 2.43880     99  19.587       9.652           0.199           9.652               0.199 
 GB6J163412+320339 2.34360    248  17.458       9.802           0.048           9.802               0.048 
 GB6J163515+380813 1.81310   3221  17.645       9.532           0.185           9.117               0.062 
 GB6J163611+262345 1.14600     57  18.670       9.015           0.146           0.000              -1.000 
 GB6J163626+361507 0.90910     32  18.833       8.377           0.151           0.000              -1.000 
 GB6J163637+211259 1.80150    421  19.379       9.093           0.079           8.510               0.034 
 GB6J163641+464713 2.52630     31  18.452       9.127           0.064           9.127               0.064 
 GB6J163646+355801 1.90680     53  19.196       9.119           0.214           9.119               0.214 
 GB6J163731+195037 1.95490    120  18.966       8.671           0.042           8.671               0.042 
 GB6J163755+250922 1.10660     36  17.799       9.367           0.113           0.000              -1.000 
 GB6J163917+412858 0.69030     48  20.343       8.064           0.153           0.000              -1.000 
 GB6J163955+470533 0.85960    136  18.212       9.103           0.054           0.000              -1.000 
 GB6J163956+112758 0.99400     96  19.346       8.638           0.172           0.000              -1.000 
 GB6J164054+314327 0.95720     41  19.543       9.278           0.079           0.000              -1.000 
 GB6J164124+225714 2.06300    446  18.936       9.382           0.117           9.382               0.117 
 GB6J164144+393456 0.53900     52  19.702       8.932           0.061           0.000              -1.000 
 GB6J164148+334515 2.74830     67  19.030       8.800           0.069           8.800               0.069 
 GB6J164239+252316 1.72390    515  18.295       9.200           0.182           9.479               0.118 
 GB6J164258+394842 0.59350   8719  15.411       9.271           0.091           0.000              -1.000 
 GB6J164327+410359 3.86980     38  20.110       8.341           0.089           8.341               0.089 
 GB6J164333+304837 0.18370     41  17.768       9.338           0.050           0.000              -1.000 
 GB6J164434+391549 1.58440     77  19.853       8.618           0.262           8.212               0.077 
 GB6J164830+410407 0.85220    197  18.616       9.041           0.171           0.000              -1.000 
 GB6J164951+325846 0.71090     65  18.639       9.060           0.038           0.000              -1.000 
 GB6J165006+414047 0.58500    136  17.720       8.701           0.140           0.000              -1.000 
 GB6J165138+400227 2.34280     49  17.435       9.117           0.064           9.117               0.064 
 GB6J165202+623204 1.63170     85  19.299       8.737           0.111           8.945               0.147 
 GB6J165323+250551 1.00870     34  18.304       9.332           0.045           0.000              -1.000 
 GB6J165329+310746 1.29540    158  17.489       9.524           0.051           0.000              -1.000 
 GB6J165634+182624 2.55130    349  20.091       8.918           0.087           8.918               0.087 
 GB6J165736+185830 1.37860     40  18.205       8.883           0.388           0.000              -1.000 
 GB6J165801+344330 1.93860    474  17.988       8.858           0.031           8.858               0.031 
 GB6J165803+360503 2.11550     52  18.070       9.381           0.070           9.381               0.070 
 GB6J165913+171418 2.01850    142  18.903       9.626           0.047           9.626               0.047 
 GB6J165924+262934 0.79470    520  18.166       8.923           0.055           0.000              -1.000 
 GB6J170111+353334 0.50130     50  18.541       7.834           0.095           0.000              -1.000 
 GB6J170155+222721 0.19680     37  17.839       8.903           0.071           0.000              -1.000 
 GB6J170801+334648 1.34430    111  18.262       9.349           0.105           0.000              -1.000 
 GB6J171127+304006 0.71340     58  20.232       8.735           0.077           0.000              -1.000 
 GB6J171209+605341 1.68610     91  19.170       9.958           0.089           8.794               0.088 
 GB6J171531+632341 2.18280     37  18.178       9.480           0.068           9.480               0.068 
 GB6J171716+262145 1.94060     50  18.516       8.999           0.052           8.999               0.052 
 GB6J171747+533202 2.60200     31  19.492       8.527           0.029           8.527               0.029 
 GB6J172236+585636 1.98090    314  19.604       8.780           0.060           8.780               0.060 
 GB6J172241+281455 0.94640    224  18.056       8.957           0.116           0.000              -1.000 
 GB6J172315+654751 1.44140    182  16.937       9.417           0.060           0.000              -1.000 
 GB6J172518+302644 0.98060     89  18.723       8.843           0.124           0.000              -1.000 
 GB6J183905+410054 2.31380    160  18.941       8.594           0.104           8.594               0.104 
 GB6J210201+010855 1.40650     39  19.191       9.124           0.074           0.000              -1.000 
 GB6J211817+001316 0.46290    112  18.462       7.939           0.175           0.000              -1.000 
 GB6J213638+004149 1.93970  10938  16.837       9.534           0.027           9.534               0.027 
 GB6J214518+111542 0.54800    414  18.146       8.686           0.079           0.000              -1.000 
 GB6J215304+124102 2.22220    290  19.470       9.274           0.073           9.274               0.073 
 GB6J215348+003116 1.81440     74  22.398       8.566           0.207           8.087               0.145 
 GB6J220636+131156 0.76450     42  19.077       8.438           0.084           0.000              -1.000 
 GB6J220859+131554 1.29440    138  18.907       8.864           0.038           0.000              -1.000 
 GB6J221806+005158 1.27340     60  17.385       9.055           0.080           0.000              -1.000 
 GB6J222744+003438 1.54880     60  19.564       8.511           0.168           8.650               0.341 
 GB6J223927+225959 2.93740     78  18.293       8.912           0.046           8.912               0.046 
 GB6J223931+122229 1.48180     50  17.640       9.574           0.233           0.000              -1.000 
 GB6J225025+141956 0.23490   1240  16.792       8.176           0.087           0.000              -1.000 
 GB6J230532+133616 1.24200    144  18.740       9.229           0.050           0.000              -1.000 
 GB6J231429+135917 1.64490    110  20.421       8.670           0.214           8.809               0.062 
 GB6J232039+003116 1.89930     87  19.284       9.223           0.183           8.837               0.047 
 GB6J232735+002202 1.49390     44  18.475       9.689           0.166           0.000              -1.000 
 GB6J232736+153304 0.98930    113  17.648       9.287           0.051           0.000              -1.000 
 GB6J233200+011515 1.63950     82  20.006       8.871           0.051           8.559               0.523 
 GB6J233822+150444 2.41860     56  17.623       9.662           0.051           9.662               0.051 
 GB6J234342+154256 1.45210    113  17.755       8.969           0.229           0.000              -1.000 
 GB6J234623+001855 1.77750     48  19.911       9.188           0.082           8.566               0.086 
 GB6J234830+011042 1.70640     35  20.773       8.234           0.182           8.618               0.158 
