classname	gbflux	psfmagr	flag_class	z	RA	DEC	bii
GB6J153313+482545	41	19.356	1	2.296140	233.308125	48.428188	52.2360
GB6J153320+195150	35	23.130	0	0.000000	233.339825	19.857620	52.3341
GB6J153324+070516	82	20.017	1	2.957300	233.353486	7.080930	46.7072
GB6J153326+075947	71	20.741	0	0.000000	233.357792	7.972724	47.1783
GB6J153327+063511	33	19.668	4	0.353960	233.360750	6.583111	46.4316
GB6J153342+393327	33	20.438	0	0.000000	233.435454	39.572590	54.2474
GB6J153347+060827	49	19.914	4	0.329850	233.439918	6.137287	46.1217
GB6J153349+272812	51	18.261	4	0.032430	233.462125	27.457944	54.0810
GB6J153351+524339	36	21.196	0	0.000000	233.461232	52.728764	50.5403
GB6J153404+482346	204	18.565	1	0.543000	233.520298	48.394695	52.1142
GB6J153432+492058	84	18.506	1	1.294000	233.635697	49.346989	51.7214
GB6J153433+573746	48	20.608	1	2.164380	233.632150	57.630558	48.2425
GB6J153438+251317	51	17.292	4	0.033950	233.656740	25.219828	53.4957
GB6J153452+013102	1285	19.269	1	1.428000	233.718552	1.517836	43.2322
GB6J153452+383416	47	20.934	0	0.000000	233.710456	38.569424	54.1576
GB6J153456+583920	119	18.242	1	1.904000	233.738522	58.656525	47.6860
GB6J153515+483709	163	17.837	1	2.558520	233.811050	48.616581	51.8593
GB6J153516+195457	67	21.754	1	3.596000	233.818860	19.914118	51.9264
GB6J153517+114017	31	19.969	4	0.401050	233.820062	11.676669	48.6302
GB6J153533+025419	53	20.588	1	4.387191	233.891173	2.906498	43.9170
GB6J153533+332042	32	21.562	1	3.029389	233.896451	33.352360	54.2366
GB6J153538+365836	49	22.540	0	0.000000	233.921800	36.973858	54.1308
GB6J153552+495752	367	18.550	1	1.121000	233.966832	49.960854	51.3063
GB6J153615+383329	125	21.070	0	0.000000	234.057698	38.557945	53.8888
GB6J153622+020204	53	19.280	1	2.993610	234.081159	2.033052	43.2491
GB6J153624+384606	86	19.195	0	0.000000	234.096665	38.764065	53.8368
GB6J153626+010748	49	20.947	0	0.000000	234.113832	1.129628	42.6830
GB6J153626+374157	41	21.316	4	0.679000	234.116550	37.701969	53.9220
GB6J153645+013720	45	19.159	6	0.311000	234.194784	1.633349	42.9201
GB6J153653+044519	36	16.882	4	0.039050	234.221563	4.757951	44.7083
GB6J153654+322255	32	20.532	1	2.209050	234.221907	32.380806	53.9310
GB6J153714+230054	84	19.008	1	0.462310	234.310427	23.011273	52.3949
GB6J153716+051934	39	19.781	0	0.000000	234.320369	5.330284	44.9458
GB6J153734+583243	44	20.144	1	3.071630	234.373040	58.540188	47.4563
GB6J153739+101112	68	20.119	0	0.000000	234.412279	10.185305	47.4048
GB6J153753+085026	101	18.654	1	2.217750	234.473877	8.847745	46.6854
GB6J153756+195843	49	18.934	0	0.000000	234.479041	19.981201	51.3608
GB6J153812+010819	162	21.394	0	0.000000	234.553099	1.139881	42.3380
GB6J153819+410552	33	18.733	1	0.481000	234.577418	41.096748	53.1644
GB6J153845+015443	36	20.324	1	1.566900	234.685292	1.918133	42.6943
GB6J153850+132500	46	18.506	1	0.401720	234.711714	13.423059	48.6480
GB6J153857+355709	93	18.918	4	0.232600	234.740968	35.952595	53.5241
GB6J153857+422547	44	21.037	4	0.633310	234.732485	42.424179	52.8260
GB6J153900+353053	92	17.643	1	0.080000	234.756918	35.512794	53.5236
GB6J153904+140148	34	18.281	4	0.135530	234.773169	14.023216	48.8543
GB6J153905+053445	104	18.841	1	1.508610	234.771681	5.577333	44.7070
GB6J153906+125628	38	17.244	4	0.092740	234.769792	12.944533	48.3857
GB6J153909+332410	39	19.119	1	1.669270	234.792724	33.400864	53.4895
GB6J153910+043031	217	20.456	0	0.000000	234.792094	4.514234	44.1009
GB6J153915+310359	93	21.983	1	1.211000	234.817386	31.068796	53.3411
GB6J153926+160406	336	19.214	1	2.534780	234.854579	16.066761	49.6232
GB6J153929+591106	71	21.544	1	3.878000	234.872975	59.183537	46.9162
GB6J153931+381011	40	16.790	4	0.065000	234.883318	38.163708	53.2810
GB6J153935+170635	101	17.859	1	1.113880	234.899182	17.117914	49.9879
GB6J153938+274433	212	18.277	1	2.196000	234.913087	27.743969	52.8569
GB6J153954+314623	34	18.946	1	1.881630	234.978075	31.774797	53.2569
GB6J154003+104451	50	19.327	1	1.787360	235.015497	10.749751	47.1584
GB6J154006+141116	88	16.850	1	0.119450	235.032649	14.193620	48.6994
GB6J154008+100247	44	20.747	0	0.000000	235.033450	10.040546	46.8005
GB6J154013+164056	34	21.232	0	0.000000	235.058413	16.684555	49.6827
GB6J154023+031148	61	20.766	1	0.489030	235.107350	3.199148	43.0963
GB6J154024+614631	38	19.235	0	0.000000	235.099211	61.774212	45.5109
GB6J154031+353826	37	21.284	4	0.548300	235.138335	35.640022	53.2106
GB6J154038+580351	71	18.532	1	1.249540	235.156574	58.059555	47.3248
GB6J154048+144739	1210	18.101	6	0.605000	235.206213	14.796082	48.7996
GB6J154049+013233	40	19.146	1	0.774310	235.199490	1.535309	42.0535
GB6J154054+343020	30	18.296	4	0.194180	235.229688	34.504326	53.1451
GB6J154102+411433	53	20.335	1	0.419880	235.255108	41.241203	52.6382
GB6J154119+142221	41	18.592	4	0.229100	235.328121	14.369619	48.5143
GB6J154122+602129	34	21.747	0	0.000000	235.367017	60.355431	46.1216
GB6J154123+091936	30	23.608	0	0.000000	235.349192	9.324370	46.1770
GB6J154125+534827	248	18.925	1	2.550160	235.356088	53.803619	49.0692
GB6J154135+374043	83	20.277	1	2.257120	235.399404	37.680870	52.9113
GB6J154149+054830	40	20.300	0	0.000000	235.444794	5.810171	44.2719
GB6J154150+141419	33	16.924	4	0.223010	235.458712	14.243763	48.3465
GB6J154155+085643	48	21.196	1	2.331830	235.485435	8.938256	45.8680
GB6J154201+111047	96	20.864	1	2.756820	235.502500	11.176991	46.9396
GB6J154201+204600	59	18.096	1	1.859150	235.504060	20.761223	50.6939
GB6J154202+565521	34	20.081	4	0.323040	235.510783	56.921238	47.6753
GB6J154204+301756	33	23.198	0	0.000000	235.529294	30.308229	52.6605
GB6J154217+244737	55	22.373	0	0.000000	235.568290	24.791887	51.7118
GB6J154218+335830	123	21.016	0	0.000000	235.581393	33.977841	52.8474
GB6J154223+070126	31	20.489	0	0.000000	235.581937	7.027561	44.8056
GB6J154231+493835	34	19.428	1	0.590000	235.633450	49.645176	50.3984
GB6J154234+550921	63	19.782	1	0.969040	235.640888	55.152840	48.3701
GB6J154243+045128	30	19.754	1	1.726650	235.693259	4.853872	43.5427
GB6J154246+334553	62	19.517	4	0.282360	235.694590	33.767399	52.7484
GB6J154255+612950	121	15.978	6	0.000000	235.737276	61.498711	45.3923
GB6J154306+071635	72	22.628	0	0.000000	235.777083	7.273389	44.7691
GB6J154315+032904	30	22.197	0	0.000000	235.819058	3.482029	42.6731
GB6J154333+045236	293	16.052	0	0.000000	235.891357	4.872036	43.3878
GB6J154342+184707	300	19.176	1	1.396000	235.932527	18.788834	49.6709
GB6J154350+102634	56	20.195	0	0.000000	235.956602	10.456031	46.2054
GB6J154404+144908	68	20.852	1	2.154040	236.018271	14.824728	48.0963
GB6J154405+324051	233	17.312	1	1.048000	236.023579	32.680084	52.4290
GB6J154411+232035	31	18.978	0	0.000000	236.038270	23.341659	50.9457
GB6J154419+045822	42	18.841	4	0.326000	236.077952	4.972744	43.2875
GB6J154503+513502	588	17.575	1	1.930000	236.261759	51.583576	49.3814
GB6J154504+525930	122	18.496	1	0.291000	236.270442	52.990410	48.8765
GB6J154508+475207	437	21.951	1	1.277000	236.285534	47.865181	50.5134
GB6J154519+413052	51	20.757	1	2.875900	236.339536	41.507004	51.7946
GB6J154521+014514	80	17.604	1	1.871670	236.337790	1.754792	41.2591
GB6J154534+200654	125	19.127	1	2.132470	236.393094	20.111250	49.6993
GB6J154539+521042	31	22.450	0	0.000000	236.412893	52.172604	49.0895
GB6J154542+540048	125	19.879	1	1.928200	236.432619	54.011879	48.4040
GB6J154553+394156	310	20.632	0	0.000000	236.471801	39.696346	51.9107
GB6J154603+444859	41	20.299	1	2.788600	236.518421	44.819591	51.0896
GB6J154606+052206	175	21.881	0	0.000000	236.525474	5.368967	43.1285
GB6J154609+002614	1309	21.155	4	0.558000	236.539722	0.440171	40.3253
GB6J154625+181703	50	18.792	6	1.459000	236.598845	18.287605	48.9044
GB6J154631+501254	35	20.521	0	0.000000	236.619458	50.209717	49.6182
GB6J154632+194811	49	21.031	4	0.591670	236.629972	19.805252	49.3900
GB6J154634+514703	92	19.948	1	2.204000	236.640086	51.779293	49.0941
GB6J154638+364430	73	18.090	1	0.941450	236.659627	36.738952	51.9543
GB6J154641+262123	83	18.655	1	1.239460	236.677823	26.355572	51.0633
GB6J154710+031006	36	18.998	4	0.199190	236.790147	3.163600	41.6929
GB6J154710+205328	56	21.555	0	0.000000	236.784997	20.884825	49.5917
GB6J154717+135415	31	20.069	0	0.000000	236.806970	13.913227	47.0217
GB6J154732+502142	51	22.512	0	0.000000	236.883860	50.358704	49.4113
GB6J154751+351859	60	21.441	1	0.619580	236.975498	35.311737	51.7174
GB6J154757+420908	52	19.789	1	2.745600	236.996012	42.148762	51.2191
GB6J154802+163849	35	23.668	0	0.000000	237.009902	16.651653	47.9415
GB6J154813+241145	63	19.416	0	0.000000	237.054920	24.197661	50.2576
GB6J154814+403114	35	19.094	1	2.824320	237.047410	40.524090	51.3869
GB6J154817+351124	107	18.072	1	0.479000	237.074675	35.191139	51.6357
GB6J154827+073819	81	19.289	1	2.888690	237.116361	7.636528	43.8176
GB6J154854+172751	87	19.398	1	1.879000	237.229586	17.461386	48.0478
GB6J154904+025300	49	20.149	0	0.000000	237.267594	2.878751	41.1385
GB6J154912+035217	51	20.778	1	3.935194	237.311125	3.875489	41.6574
GB6J154915+171722	54	17.427	1	1.094890	237.317605	17.293022	47.9079
GB6J154917+503810	731	18.526	1	2.172000	237.322783	50.634941	49.0604
GB6J154929+023707	1111	17.269	1	0.414000	237.372651	2.616990	40.9043
GB6J154929+170853	67	19.875	6	1.250000	237.371950	17.141121	47.8036
GB6J154945+613415	121	19.043	1	2.266400	237.445207	61.569546	44.6489
GB6J154948+073925	46	18.649	1	1.278060	237.450557	7.645553	43.5370
GB6J154957+631020	91	17.794	0	0.000000	237.488809	63.168697	43.8502
GB6J154959+173429	30	22.498	0	0.000000	237.495275	17.570513	47.8515
GB6J155012+271801	228	22.114	0	0.000000	237.549262	27.299827	50.4776
GB6J155035+052702	3702	18.265	1	1.422000	237.646952	5.452909	42.2307
GB6J155043+112057	543	18.785	1	0.436000	237.681642	11.346514	45.1243
GB6J155044+453612	82	21.361	1	3.011240	237.682857	45.606724	50.1242
GB6J155100+191649	37	17.664	4	0.101360	237.754197	19.278351	48.2161
GB6J155104+151226	36	21.336	0	0.000000	237.768002	15.197272	46.7030
GB6J155121+071401	71	16.793	1	0.675480	237.838054	7.232713	42.9962
GB6J155134+274535	35	19.474	0	0.000000	237.883115	27.749868	50.2658
GB6J155153+221308	34	19.659	0	0.000000	237.978945	22.221416	48.9212
GB6J155158+580642	348	17.066	1	1.324000	237.992535	58.112351	45.9584
GB6J155159+314907	46	22.838	0	0.000000	237.995682	31.817537	50.7034
GB6J155202+085051	134	17.957	6	3.640340	238.013578	8.846468	43.6522
GB6J155211+231218	74	18.539	1	1.423790	238.047223	23.206621	49.1284
GB6J155220+363450	31	19.179	1	1.499820	238.079853	36.576515	50.8187
GB6J155224+031442	77	21.005	0	0.000000	238.108950	3.252635	40.6496
GB6J155304+183710	30	22.418	4	0.754110	238.277378	18.615839	47.5260
GB6J155310+154441	61	20.038	0	0.000000	238.293285	15.742581	46.4540
GB6J155316+403927	44	18.530	1	2.740560	238.315601	40.657467	50.4153
GB6J155320+175427	140	20.851	1	4.524970	238.336687	17.907641	47.2250
GB6J155333+125655	742	17.311	1	1.309000	238.386240	12.947704	45.2201
GB6J155342+153729	34	22.552	0	0.000000	238.428412	15.618368	46.2857
GB6J155343+525352	55	21.498	0	0.000000	238.430958	52.892765	47.6902
GB6J155345+191536	51	21.330	4	0.629210	238.442130	19.255110	47.5962
GB6J155345+372250	33	22.002	0	0.000000	238.438754	37.370857	50.5175
GB6J155350+261713	32	21.309	0	0.000000	238.459750	26.274194	49.4822
GB6J155419+161429	70	17.885	1	1.304050	238.584051	16.241054	46.3892
GB6J155424+201137	51	17.942	6	0.222000	238.600559	20.190397	47.7599
GB6J155435+171226	41	23.459	0	0.000000	238.628983	17.206621	46.7115
GB6J155441+434821	63	19.687	1	1.458940	238.675647	43.805702	49.7555
GB6J155448+025219	47	22.462	0	0.000000	238.703141	2.877576	39.9479
GB6J155500+214215	105	17.895	6	1.286000	238.752422	21.699946	48.0846
GB6J155505+443331	47	20.265	1	2.330050	238.761764	44.556004	49.5729
GB6J155537+171739	42	22.736	0	0.000000	238.905272	17.293469	46.4978
GB6J155538+110648	149	18.955	1	2.663620	238.911810	11.112124	43.9438
GB6J155543+111127	510	14.255	6	0.360000	238.929348	11.190104	43.9641
GB6J155544+084030	69	22.458	0	0.000000	238.934054	8.678258	42.7761
GB6J155602+242659	109	16.784	4	0.042540	239.016295	24.448031	48.5837
GB6J155613+281129	61	18.692	4	0.207930	239.048367	28.192606	49.3279
GB6J155621+260644	58	20.795	4	0.445260	239.087176	26.115078	48.8984
GB6J155632+145749	44	20.188	1	1.533400	239.124713	14.965019	45.4098
GB6J155644+141641	90	19.966	0	0.000000	239.189887	14.263628	45.0673
GB6J155644+194033	35	21.908	0	0.000000	239.193606	19.679705	47.0675
GB6J155710+265137	41	21.728	0	0.000000	239.301967	26.861174	48.8623
GB6J155722+544043	85	15.954	4	0.046800	239.339161	54.671104	46.5861
GB6J155742+452935	31	22.287	0	0.000000	239.412632	45.487621	48.9582
GB6J155749+161823	84	16.053	4	0.037010	239.456735	16.310181	45.6412
GB6J155751+025311	172	19.860	1	1.997680	239.469867	2.891077	39.3163
GB6J155757+211419	47	20.160	0	0.000000	239.504428	21.239797	47.2800
GB6J155758+400815	91	18.222	1	1.117960	239.481282	40.127369	49.5743
GB6J155806+051238	40	18.428	1	1.003290	239.534125	5.206009	40.5047
GB6J155812+623919	45	19.377	0	0.000000	239.560761	62.647900	43.2699
GB6J155843+175239	98	21.909	0	0.000000	239.682069	17.876116	46.0173
GB6J155843+231831	39	20.656	1	0.000320	239.682498	23.310215	47.7064
GB6J155848+562524	206	17.411	6	0.300000	239.701209	56.420586	45.7738
GB6J155850+515557	41	19.769	1	1.426190	239.713697	51.925144	47.2468
GB6J155854+332328	95	17.233	1	1.661000	239.729934	33.388504	49.3722
GB6J155901+592437	191	16.461	4	0.060200	239.757099	59.406067	44.5891
GB6J155911+155850	48	22.554	0	0.000000	239.800243	15.980995	45.2104
GB6J155930+030444	414	20.006	1	3.894970	239.879065	3.080072	39.0774
GB6J155948+080524	114	17.404	1	2.177450	239.957170	8.088202	41.6047
GB6J155951+231705	66	16.646	6	1.033540	239.967513	23.282434	47.4466
GB6J155955+025725	60	21.309	1	0.837610	239.977784	2.959640	38.9292
GB6J160001+110230	55	19.445	0	0.000000	240.009470	11.037756	42.9506
GB6J160003+041303	186	19.986	1	0.794360	240.010586	4.216067	39.5785
GB6J160009+570706	51	21.676	0	0.000000	240.038395	57.115829	45.3461
GB6J160013+045239	32	19.780	4	0.307080	240.058851	4.875379	39.8863
GB6J160017+183828	154	18.773	1	2.401540	240.070782	18.641680	45.9391
GB6J160029+073126	34	18.043	1	2.078540	240.121651	7.517399	41.1816
GB6J160029+345703	48	21.573	0	0.000000	240.116987	34.951939	49.1406
GB6J160040+172022	32	20.055	4	0.414820	240.171167	17.333444	45.3871
GB6J160103+170658	83	19.690	1	2.614240	240.267191	17.116825	45.2226
GB6J160110+570608	51	22.698	0	0.000000	240.302439	57.100159	45.2186
GB6J160154+135703	365	18.377	1	2.236540	240.477219	13.952977	43.8017
GB6J160155+151226	57	22.077	0	0.000000	240.471497	15.208016	44.3136
GB6J160204+424058	33	20.280	0	0.000000	240.514498	42.675529	48.5759
GB6J160208+261026	135	20.354	1	2.660240	240.535040	26.172949	47.6408
GB6J160214+241832	214	17.887	1	1.790730	240.557670	24.310511	47.1889
GB6J160222+381402	35	20.368	0	0.000000	240.602074	38.230537	48.7899
GB6J160238+264600	117	20.585	5	0.372000	240.665130	26.768320	47.6519
GB6J160302+391755	39	20.537	1	0.614590	240.764351	39.299904	48.6333
GB6J160304+063916	31	22.003	0	0.000000	240.765724	6.664623	40.2022
GB6J160312+150509	34	19.322	0	0.000000	240.807667	15.077584	43.9640
GB6J160314+023123	196	17.422	1	1.310180	240.811901	2.526736	37.9947
GB6J160327+521215	35	17.679	1	0.812450	240.856361	52.206230	46.4934
GB6J160328+060457	84	21.789	0	0.000000	240.872640	6.084952	39.8176
GB6J160331+171157	343	15.757	4	0.034020	240.883684	17.198702	44.7044
GB6J160338+155357	251	18.725	5	0.110000	240.908604	15.900661	44.1957
GB6J160342+110547	626	17.766	6	2.224650	240.924711	11.096856	42.1756
GB6J160356+114345	41	17.324	4	0.047670	240.980644	11.728619	42.4078
GB6J160357+573101	365	17.333	1	2.850000	240.983048	57.515118	44.7253
GB6J160420+432339	46	19.382	1	2.402250	241.090736	43.398510	48.0773
GB6J160426+174440	143	16.495	4	0.040890	241.110420	17.741991	44.6989
GB6J160437+571432	329	17.837	1	0.720000	241.155653	57.243519	44.7354
GB6J160450+192634	268	22.672	0	0.000000	241.208325	19.439158	45.1955
GB6J160504+302907	56	20.989	4	0.736020	241.274557	30.487957	47.7640
GB6J160518+290132	42	21.985	0	0.000000	241.325626	29.026072	47.4971
GB6J160524+303836	75	19.399	1	2.685550	241.348743	30.643665	47.7221
GB6J160532+531250	43	16.738	4	0.064000	241.385794	53.216015	45.9010
GB6J160533+300127	238	20.360	1	2.404000	241.387682	30.024919	47.6009
GB6J160533+372245	125	20.218	1	1.800970	241.390658	37.380875	48.1718
GB6J160542+513605	34	21.911	0	0.000000	241.423845	51.596985	46.3193
GB6J160546+042837	46	21.258	4	0.462820	241.444216	4.473444	38.4995
GB6J160605+203214	196	20.088	1	0.383000	241.524267	20.535658	45.2679
GB6J160606+062001	116	18.731	1	0.908720	241.528702	6.330201	39.3787
GB6J160609+494458	40	21.546	1	1.792550	241.545067	49.746338	46.6913
GB6J160615+430302	35	22.537	1	2.517520	241.566782	43.042675	47.7705
GB6J160616+181501	258	16.153	4	0.036900	241.566782	18.249954	44.4721
GB6J160619+134539	53	17.566	6	0.290000	241.576624	13.759121	42.7494
GB6J160657+271724	228	18.856	1	0.934000	241.742907	27.284889	46.8162
GB6J160707+155113	515	19.371	6	0.895190	241.776781	15.859582	43.4089
GB6J160725+352819	92	19.328	1	0.970000	241.854115	35.466866	47.7460
GB6J160755+494923	39	22.121	0	0.000000	241.986036	49.810902	46.3993
GB6J160758+073833	80	21.403	1	2.695780	241.990213	7.650315	39.6331
GB6J160802+004015	106	19.822	0	0.000000	242.010584	0.684795	35.9811
GB6J160810+095631	37	20.139	0	0.000000	242.039823	9.932554	40.6698
GB6J160818+442737	31	22.882	0	0.000000	242.065167	44.475167	47.2541
GB6J160820+561407	236	18.217	1	3.084000	242.086458	56.232326	44.5969
GB6J160820+601834	59	17.041	1	0.178000	242.085600	60.307838	43.1584
GB6J160822+401225	240	20.388	1	0.628000	242.092323	40.204952	47.5779
GB6J160827+141746	36	22.615	0	0.000000	242.114083	14.287083	42.4894
GB6J160842+210952	58	19.180	1	1.494090	242.175035	21.165688	44.8842
GB6J160842+614148	35	18.521	0	0.000000	242.184420	61.696796	42.5709
GB6J160843+151143	124	22.325	0	0.000000	242.183819	15.191866	42.7883
GB6J160846+102905	1412	18.108	1	1.226000	242.192516	10.485494	40.7884
GB6J160904+251426	34	20.126	4	0.874980	242.268477	25.237017	45.9075
GB6J160911+474841	35	20.098	0	0.000000	242.293282	47.809540	46.5982
GB6J160913+535446	65	18.051	1	0.992000	242.304983	53.908260	45.1809
GB6J160922+240206	33	21.231	0	0.000000	242.344150	24.031418	45.5415
GB6J160925+155130	41	20.426	0	0.000000	242.360086	15.853779	42.8885
GB6J160927+082618	34	21.102	0	0.000000	242.358667	8.437306	39.6918
GB6J160934+471755	88	19.155	1	1.428600	242.398195	47.298966	46.6169
GB6J161004+181156	131	18.274	1	3.121883	242.521992	18.195398	43.6029
GB6J161014+044949	33	20.491	0	0.000000	242.564049	4.823484	37.7258
GB6J161041+241444	404	20.378	1	1.449000	242.675114	24.246958	45.3051
GB6J161042-000003	103	19.989	0	0.000000	242.682009	0.005844	35.0455
GB6J161055+070104	86	22.508	0	0.000000	242.737856	7.019316	38.6779
GB6J161059+250021	47	20.639	0	0.000000	242.750902	25.007194	45.4282
GB6J161113+265533	89	15.977	4	0.031930	242.808838	26.923412	45.8133
GB6J161125+032050	47	20.431	0	0.000000	242.857246	3.359523	36.7151
GB6J161144+120409	92	14.102	0	0.000000	242.935417	12.071361	40.8361
GB6J161149+185638	380	20.577	1	1.783900	242.954350	18.943930	43.4759
GB6J161216+470311	30	20.773	1	4.362380	243.069820	47.048229	46.2065
GB6J161219+191519	46	20.343	0	0.000000	243.070593	19.255962	43.4775
GB6J161233+293912	32	16.112	4	0.032080	243.161945	29.643557	46.0210
GB6J161236+475729	32	22.062	0	0.000000	243.149900	47.955723	46.0071
GB6J161243+080052	55	19.866	4	0.304760	243.188083	8.007194	38.7652
GB6J161252+275841	60	19.806	1	3.544254	243.222570	27.978504	45.6682
GB6J161308+210600	30	21.901	0	0.000000	243.278132	21.093574	43.8826
GB6J161317+221610	68	18.669	1	1.469200	243.319330	22.271627	44.1972
GB6J161337+632918	109	22.293	0	0.000000	243.415175	63.488514	41.3327
GB6J161340+341241	2324	17.317	1	1.397000	243.421097	34.213306	46.3786
GB6J161349+041913	69	19.159	1	0.985700	243.459606	4.321521	36.7020
GB6J161351+174755	84	19.224	1	2.086130	243.470821	17.801136	42.6195
GB6J161411+085746	51	18.655	4	0.227910	243.545437	8.960386	38.9033
GB6J161428+174216	72	19.840	1	2.811910	243.623228	17.702478	42.4487
GB6J161429+042626	40	19.598	0	0.000000	243.617964	4.441904	36.6282
GB6J161433+511622	35	19.002	1	1.552360	243.628177	51.274750	45.0614
GB6J161442+054844	57	18.421	1	1.484320	243.676901	5.815162	37.2716
GB6J161446+253622	90	18.888	1	2.446160	243.686886	25.606037	44.7506
GB6J161447+374554	36	16.696	1	1.532000	243.695640	37.768688	46.3511
GB6J161448+325045	38	20.833	0	0.000000	243.707543	32.842625	46.0048
GB6J161453+200927	37	18.741	1	1.946720	243.722792	20.154177	43.1921
GB6J161458+091956	87	19.482	0	0.000000	243.744965	9.326221	38.8983
GB6J161458+582622	65	21.959	0	0.000000	243.742790	58.435810	43.0345
GB6J161513+045343	30	20.933	0	0.000000	243.805675	4.899383	36.7004
GB6J161526+431255	129	19.795	1	3.144572	243.861065	43.216194	46.0874
GB6J161530+213003	201	20.479	1	1.627400	243.879576	21.503096	43.4734
GB6J161533+153446	74	20.615	1	1.301090	243.884382	15.577053	41.4275
GB6J161546+031835	58	20.147	0	0.000000	243.949442	3.314087	35.7623
GB6J161555+062321	100	17.373	1	0.998320	243.981972	6.388615	37.2918
GB6J161556+401750	30	23.465	0	0.000000	243.995190	40.297649	46.1235
GB6J161602+243136	34	19.930	1	4.411290	243.999596	24.511963	44.2066
GB6J161604+463229	237	19.442	1	0.950000	244.015703	46.540344	45.6377
GB6J161612+281237	41	22.704	0	0.000000	244.051409	28.207779	44.9958
GB6J161630+142910	58	20.038	1	2.982180	244.130058	14.481390	40.7794
GB6J161638+045924	916	19.256	1	3.217000	244.156494	4.992423	36.4459
GB6J161656+362145	286	18.495	1	2.265000	244.231596	36.359585	45.8688
GB6J161706+410658	124	18.122	6	0.267000	244.276343	41.113060	45.8900
GB6J161713+040840	390	21.356	0	0.000000	244.306612	4.144908	35.8863
GB6J161715+551601	58	18.546	1	2.475010	244.318028	55.263039	43.6851
GB6J161719+171443	74	22.696	0	0.000000	244.335451	17.249437	41.6519
GB6J161727+514025	157	20.284	1	2.557740	244.372787	51.672333	44.5229
GB6J161744+515101	93	17.263	1	1.197690	244.435100	51.848392	44.4476
GB6J161749+380212	60	19.189	1	1.607000	244.451695	38.028271	45.7611
GB6J161816+182625	52	20.804	0	0.000000	244.570742	18.443861	41.8662
GB6J161820+010653	40	19.029	1	1.947840	244.580755	1.116348	34.0637
GB6J161825+234118	30	24.128	0	0.000000	244.608335	23.683493	43.4526
GB6J161826+081947	119	17.251	1	0.446000	244.612227	8.330759	37.6766
GB6J161827+371724	68	23.438	4	0.776930	244.610653	37.286522	45.6101
GB6J161830+062209	31	18.627	6	0.000000	244.627533	6.369846	36.7235
GB6J161852+233426	36	19.486	1	0.769470	244.717770	23.569778	43.3252
GB6J161857+545238	36	18.614	4	0.213920	244.744549	54.874313	43.5524
GB6J161901+303119	44	16.663	1	1.288000	244.760399	30.514334	44.7984
GB6J161904+061257	971	19.059	1	2.096000	244.765377	6.217284	36.5293
GB6J161915+224747	353	19.962	1	1.987000	244.811783	22.796639	43.0270
GB6J161918+185303	32	21.367	0	0.000000	244.822884	18.879553	41.7915
GB6J161920+002834	49	19.623	0	0.000000	244.840193	0.476042	33.4999
GB6J161931+163732	32	19.268	1	0.326350	244.891920	16.620598	40.9259
GB6J161932+180716	32	17.974	1	1.240650	244.883394	18.119518	41.4748
GB6J161941+525617	128	16.744	1	2.347000	244.926624	52.937058	43.9158
GB6J162005+351608	38	18.598	1	2.960000	245.019722	35.265129	45.1571
GB6J162010+555943	37	19.088	1	1.565110	245.037174	56.002247	43.0943
GB6J162014+103634	80	18.594	1	2.096920	245.059118	10.605866	38.3226
GB6J162017+120001	35	23.154	0	0.000000	245.073853	12.000561	38.9170
GB6J162030+490149	442	18.492	1	1.513000	245.130100	49.031460	44.5371
GB6J162054+544845	53	18.142	1	1.145080	245.229349	54.815205	43.2974
GB6J162108+070037	49	19.835	1	2.054570	245.284310	7.007308	36.4620
GB6J162120+484434	52	20.274	0	0.000000	245.337868	48.741314	44.4466
GB6J162134+582235	30	21.086	4	0.496000	245.392599	58.375004	42.2329
GB6J162139+095931	128	20.960	0	0.000000	245.414085	9.989038	37.7348
GB6J162146+540353	46	21.444	1	1.604770	245.428190	54.064854	43.3666
GB6J162218+634310	35	19.650	0	0.000000	245.577164	63.721634	40.3562
GB6J162226+430849	33	21.526	0	0.000000	245.623970	43.155296	44.8083
GB6J162230+400654	58	18.595	1	0.688000	245.622139	40.112106	44.8826
GB6J162234+142629	162	20.139	1	0.931290	245.641651	14.439054	39.4201
GB6J162236+551310	31	18.558	1	2.255680	245.645857	55.217285	42.9660
GB6J162240+381656	83	22.397	0	0.000000	245.669689	38.277031	44.8114
GB6J162308+390946	244	16.842	1	1.975000	245.781755	39.159004	44.7486
GB6J162322+131412	53	21.049	0	0.000000	245.854482	13.233835	38.7431
GB6J162325+154257	79	21.237	1	3.090929	245.852938	15.713324	39.7292
GB6J162330+355939	144	18.152	1	0.866000	245.877199	35.992538	44.5194
GB6J162343+011525	201	21.668	0	0.000000	245.930214	1.254612	32.9963
GB6J162344+071903	70	17.539	1	1.649640	245.942631	7.315248	36.0353
GB6J162345+273525	47	18.613	1	1.396550	245.943432	27.587118	43.2319
GB6J162345+630845	63	17.741	0	0.000000	245.944891	63.146439	40.4115
GB6J162358+004030	51	19.246	0	0.000000	245.992555	0.678761	32.6373
GB6J162358+074139	149	17.901	1	1.297000	245.992699	7.691817	36.1697
GB6J162406+064942	34	22.169	0	0.000000	246.031809	6.828989	35.7254
GB6J162407+181711	35	21.572	0	0.000000	246.033153	18.285488	40.5098
GB6J162408+054332	186	19.168	0	0.000000	246.032238	5.723398	35.1890
