classname         gbflux psfmagr flag_class        z                RA               DEC      bii       lii    a_v
GB6J162849+105924     75  18.356          0 0.000000        247.205572         10.990895  36.5968   26.4070  0.304
GB6J162849+131729     34  18.661          4 0.118830        247.209892         13.296105  37.5658   29.0291  0.245
GB6J162849+564133    119  18.128          1 1.250810        247.206430         56.687359  41.7561   86.1893  0.072
GB6J162901+261421     37  23.046          0 0.000000        247.254868         26.242701  41.7866   44.9632  0.197
GB6J162902+102021     48  16.402          0 0.000000        247.258902         10.336438  36.2632   25.7042  0.287
GB6J162916+445638     35  19.421          1 1.548540        247.321444         44.947269  43.4920   70.3839  0.042
GB6J162944+150005    141  21.129          0 0.000000        247.436657         15.005173  38.0471   31.1233  0.232
GB6J162955+421125     48  20.992          1 1.364750        247.501488         42.180466  43.4582   66.5669  0.045
GB6J162956+095959     33  21.970          1 5.000000        247.488670         10.006531  35.9145   25.4619  0.283
GB6J163001+075509     96  19.465          0 0.000000        247.505064          7.916526  34.9505   23.1857  0.305
GB6J163042+070059    154  19.285          1 0.736000        247.674236          7.019194  34.3820   22.3174  0.336
GB6J163043+522157     73  17.017          6 0.000000        247.679787         52.360729  42.3933   80.4109  0.111
GB6J163055+001516     51  20.474          0 0.000000        247.731028          0.260996  30.9426   15.4032  0.361
GB6J163103+243901     50  19.916          0 0.000000        247.770939         24.656231  40.9333   43.0762  0.203
GB6J163110+064237     58  17.662          0 0.000000        247.793140          6.708381  34.1308   22.0538  0.329
GB6J163116+492740    422  19.108          1 0.520000        247.818918         49.460972  42.7388   76.4996  0.071
GB6J163119+105203    145  20.942          0 0.000000        247.828245         10.867352  35.9925   26.5984  0.299
GB6J163128+225921     74  20.711          0 0.000000        247.868872         22.993723  40.3855   41.0036  0.210
GB6J163129+532232     58  21.092          1 0.847060        247.866755         53.378399  42.1000   81.7361  0.116
GB6J163132+445839     83  22.005          0 0.000000        247.884893         44.980362  43.0921   70.3989  0.043
GB6J163132+502815     65  20.643          1 2.348000        247.882090         50.472916  42.5642   77.8559  0.085
GB6J163136+302327     36  18.733          1 1.263660        247.906380         30.394810  42.1062   50.5834  0.098
GB6J163158+193335     35  22.615          0 0.000000        247.978964         19.562651  39.2167   36.8020  0.284
GB6J163219+343713     30  22.211          0 0.000000        248.076267         34.622906  42.6002   56.2699  0.088
GB6J163257+161605    121  19.474          1 0.849130        248.242092         16.265850  37.8122   32.9761  0.299
GB6J163317+503026     43  17.877          0 0.000000        248.316622         50.510685  42.2852   77.8552  0.083
GB6J163319+211257     41  18.956          1 0.198000        248.332272         21.214583  39.4392   38.9611  0.242
GB6J163342+561815     38  20.026          0 0.000000        248.422651         56.300346  41.1933   85.4783  0.083
GB6J163355+153446     99  19.587          1 2.435840        248.477382         15.583349  37.3443   32.2872  0.273
GB6J163355+312120     32  19.974          0 0.000000        248.481130         31.352533  41.7902   51.9681  0.096
GB6J163407+043142     62  22.440          0 0.000000        248.533230          4.534327  32.4351   20.2030  0.315
GB6J163412+320339    248  17.458          1 2.333550        248.553285         32.059845  41.8474   52.9177  0.097
GB6J163420+350015     38  20.580          0 0.000000        248.589620         35.008125  42.2267   56.8549  0.086
GB6J163433+103925     47  20.911          0 0.000000        248.641577         10.657337  35.1816   26.7930  0.296
GB6J163447+010354     35  21.079          0 0.000000        248.697710          1.068802  30.5422   16.7929  0.304
GB6J163451+182219     71  22.385          0 0.000000        248.714047         18.372070  38.1558   35.6739  0.332
GB6J163506+345902     83  19.827          0 0.000000        248.778190         34.981197  42.0701   56.8432  0.087
GB6J163515+380813   3221  17.645          1 1.814000        248.814554         38.134583  42.3363   61.0856  0.055
GB6J163528+080607     85  19.400          0 0.000000        248.868313          8.100492  33.8380   24.1389  0.358
GB6J163540+183109    141  17.697          0 0.000000        248.913174         18.517702  38.0297   35.9311  0.340
GB6J163548+362925     82  20.999          1 3.647180        248.946819         36.491653  42.0958   58.8865  0.066
GB6J163611+262345     57  18.670          1 1.145150        249.038515         26.385866  40.2711   45.6645  0.214
GB6J163611+283513     36  19.101          4 0.258020        249.051104         28.586813  40.7695   48.4847  0.144
GB6J163620+190418    122  22.535          0 0.000000        249.085808         19.069651  38.0669   36.6606  0.336
GB6J163626+361507     32  18.833          1 0.909120        249.104090         36.249432  41.9459   58.5789  0.071
GB6J163629+041727     70  19.965          0 0.000000        249.122658          4.289864  31.8031   20.2927  0.324
GB6J163637+211259    421  19.379          1 1.802000        249.159107         21.215464  38.7079   39.2748  0.247
GB6J163641+092513     85  19.138          0 0.000000        249.173355          9.416448  34.1648   25.7190  0.298
GB6J163641+464713     31  18.452          1 2.529860        249.168949         46.785332  42.0947   72.7759  0.089
GB6J163646+355801     53  19.196          1 1.909030        249.193354         35.962154  41.8444   58.2051  0.075
GB6J163650+161637     41  19.476          0 0.000000        249.203968         16.269874  36.9577   33.4164  0.297
GB6J163655+181709     33  19.854          0 0.000000        249.240017         18.289173  37.6592   35.7975  0.342
GB6J163716+422155     44  21.815          0 0.000000        249.315176         42.372902  42.1159   66.8257  0.048
GB6J163719+272607     40  19.136          0 0.000000        249.328565         27.435440  40.2721   47.0813  0.254
GB6J163727+161315     45  19.765          4 0.350840        249.364700         16.221363  36.7964   33.4325  0.291
GB6J163731+195037    120  18.966          1 1.956970        249.380665         19.840063  38.0653   37.7009  0.321
GB6J163736+102054     30  23.123          0 0.000000        249.399033         10.347577  34.3763   26.8488  0.277
GB6J163738+300508     58  19.560          0 0.000000        249.409532         30.085358  40.7725   50.5061  0.100
GB6J163744+471739   1244  19.305          1 0.735000        249.438057         47.292728  41.8781   73.4407  0.096
GB6J163755+250922     36  17.799          1 1.108430        249.480114         25.158426  39.5722   44.2502  0.180
GB6J163755+253208     68  22.851          0 0.000000        249.480829         25.527130  39.6685   44.7122  0.176
GB6J163817+412728     31  19.919          1 2.227820        249.572410         41.458298  41.9099   65.5991  0.044
GB6J163828+223858     56  18.305          4 0.174880        249.633750         22.641167  38.7270   41.1871  0.227
GB6J163828+363610     50  20.222          1 0.838600        249.615469         36.604347  41.5723   59.1079  0.072
GB6J163917+412858     48  20.343          1 0.690560        249.815884         41.476028  41.7280   65.6292  0.045
GB6J163939+535801    345  19.693          1 1.977000        249.916020         53.963089  40.8027   82.2222  0.120
GB6J163942+163226    322  21.250          0 0.000000        249.925575         16.539383  36.4162   34.0505  0.307
GB6J163945+004254     37  22.099          0 0.000000        249.949179          0.704096  29.2826   17.1794  0.329
GB6J163955+155630     53  20.633          0 0.000000        249.984484         15.937124  36.1377   33.3844  0.293
GB6J163955+470533    136  18.212          1 0.860000        249.983253         47.089882  41.5211   73.1382  0.093
GB6J163956+112758     96  19.346          4 0.079180        249.984856         11.466297  34.3391   28.3720  0.228
GB6J164012+193622     85  19.467          1 0.774980        250.055809         19.605639  37.3880   37.6909  0.329
GB6J164017+535644     31  18.870          1 1.402990        250.080872         53.947304  40.7095   82.1810  0.124
GB6J164026+490036     38  19.797          0 0.000000        250.101643         49.009918  41.3042   75.6843  0.076
GB6J164029+394704   1117  19.554          1 1.660000        250.123472         39.779453  41.4236   63.3763  0.053
GB6J164032+541948     49  17.979          1 2.869940        250.139895         54.328697  40.6136   82.6698  0.108
GB6J164044+294802     50  20.437          4 0.376100        250.184813         29.798481  40.0568   50.3140  0.124
GB6J164054+285636     63  20.566          1 1.428310        250.231962         28.941883  39.8358   49.2332  0.143
GB6J164054+314327     41  19.543          1 0.956500        250.225668         31.725006  40.3913   52.7994  0.099
GB6J164058+114412    259  16.811          0 0.000000        250.245380         11.734512  34.2215   28.7968  0.225
GB6J164121+005022     42  17.832          0 0.000000        250.339365          0.848726  29.0225   17.5514  0.330
GB6J164124+225714    446  18.936          1 2.063000        250.355129         22.951134  38.1845   41.8179  0.224
GB6J164132+400700     69  21.094          0 0.000000        250.379877         40.114159  41.2459   63.8359  0.050
GB6J164142+113647     47  23.277          0 0.000000        250.428686         11.610394  34.0064   28.7525  0.226
GB6J164144+393456     52  19.702          1 0.539310        250.448084         39.584259  41.1626   63.1368  0.058
GB6J164148+334515     67  19.030          1 2.750290        250.450344         33.753372  40.5376   55.4702  0.084
GB6J164157+511603    114  18.620          1 2.615070        250.482245         51.263023  40.8361   78.6256  0.096
GB6J164210+020830     45  22.027          0 0.000000        250.547375          2.136111  29.4978   18.9434  0.282
GB6J164212+244210     30  22.299          0 0.000000        250.554743         24.706656  38.5119   44.0294  0.189
GB6J164220+315500     34  18.422          0 0.000000        250.579004         31.909462  40.1286   53.1072  0.102
GB6J164221+632224     31  19.675          0 0.000000        250.599031         63.375027  38.3543   94.0332  0.124
GB6J164229+325428     33  19.736          0 0.000000        250.607672         32.907864  40.2751   54.4006  0.100
GB6J164239+252316    515  18.295          1 1.725000        250.668383         25.385475  38.5969   44.9006  0.210
GB6J164248+524126     35  19.875          0 0.000000        250.706148         52.687447  40.5238   80.4673  0.146
GB6J164258+394842   8719  15.411          1 0.593000        250.745030         39.810276  40.9487   63.4550  0.056
GB6J164301+005557     38  21.627          0 0.000000        250.758276          0.946271  28.7127   17.8920  0.345
GB6J164327+410359     38  20.110          1 3.863840        250.859327         41.062073  40.9293   65.1160  0.050
GB6J164328+015426     83  20.352          0 0.000000        250.863848          1.910887  29.1111   18.9028  0.287
GB6J164331+254211     47  16.737          4 0.057090        250.884390         25.701861  38.4930   45.3568  0.245
GB6J164333+304837     41  17.768          1 0.184040        250.882988         30.809908  39.6686   51.7622  0.113
GB6J164339+344817     86  23.437          0 0.000000        250.917864         34.801510  40.3066   56.9058  0.083
GB6J164352+154551     64  19.581          0 0.000000        250.971193         15.768882  35.1957   33.6364  0.319
GB6J164420+454644    109  18.150          6 0.225000        251.083231         45.779003  40.8170   71.3572  0.072
GB6J164425+185228     36  21.168          0 0.000000        251.107092         18.878767  36.2067   37.2618  0.386
GB6J164429+024200    122  20.226          0 0.000000        251.125145          2.698622  29.2792   19.8337  0.310
GB6J164430+234742    339   9.895          1 0.145000        251.122875         23.799917  37.7592   43.1092  0.222
GB6J164434+391549     77  19.853          1 1.581470        251.143656         39.268032  40.6047   62.7686  0.068
GB6J164440+220146    124  20.323          0 0.000000        251.163540         22.037247  37.1953   41.0042  0.261
GB6J164442+261904     99  18.024          1 0.144000        251.177244         26.320351  38.3999   46.2068  0.317
GB6J164452+181300    392  19.478          1 0.790150        251.218472         18.221466  35.8773   36.5463  0.355
GB6J164459+253626    400  21.481          0 0.000000        251.246109         25.608511  38.1538   45.3523  0.254
GB6J164520+114427     55  22.006          0 0.000000        251.334743         11.739198  33.2562   29.3423  0.226
GB6J164520+372013     40  20.718          4 0.400530        251.321840         37.339173  40.2917   60.2607  0.092
GB6J164535+113543     40  18.889          0 0.000000        251.391192         11.595206  33.1453   29.2140  0.226
GB6J164536+464121     82  19.573          0 0.000000        251.395884         46.704727  40.5745   72.5696  0.083
GB6J164555+111342    295  20.753          0 0.000000        251.477823         11.231290  32.9143   28.8637  0.224
GB6J164557+633014    481  20.134          1 2.379000        251.493960         63.503040  37.9343   94.0502  0.131
GB6J164607+004211    172  16.863          0 0.000000        251.529035          0.707579  27.9281   18.1055  0.398
GB6J164612+153701     74  21.436          1 2.855000        251.552610         15.616551  34.6202   33.7251  0.307
GB6J164621+400438     31  24.741          0 0.000000        251.591435         40.074429  40.3184   63.8580  0.059
GB6J164656+405921    395  19.557          1 0.835000        251.736918         40.988106  40.2643   65.0626  0.067
GB6J164709+630524     35  22.162          0 0.000000        251.798115         63.085529  37.9121   93.4940  0.121
GB6J164719+262730     81  19.407          0 0.000000        251.834850         26.453924  37.8651   46.5638  0.359
GB6J164733+270607    284  21.633          1 0.282100        251.890011         27.099539  37.9817   47.3712  0.347
GB6J164734+494954    191  16.818          1 0.047000        251.895475         49.833496  40.0757   76.6448  0.088
GB6J164800+222445    330  22.454          4 0.822730        252.006397         22.409197  36.5683   41.7481  0.260
GB6J164802+625746     68  21.882          0 0.000000        252.012062         62.962166  37.8496   93.3115  0.120
GB6J164811+303112     41  22.329          0 0.000000        252.051258         30.519876  38.6259   51.6561  0.156
GB6J164816+214057     64  19.466          6 0.000000        252.071114         21.684965  36.2850   40.9164  0.247
GB6J164819+185410    122  22.687          0 0.000000        252.085619         18.900097  35.3460   37.6829  0.391
GB6J164830+410407    197  18.616          1 0.852000        252.121925         41.068211  39.9789   65.1889  0.084
GB6J164922+523523     46  17.303          6 0.000000        252.354126         52.587501  39.5428   80.1822  0.161
GB6J164927+041200    399  21.449          0 0.000000        252.365312          4.201106  28.9348   22.0268  0.412
GB6J164938+744237    108  18.921          0 0.000000        252.420645         74.712395  33.9680  107.0236  0.205
GB6J164950+465010     49  22.542          0 0.000000        252.461014         46.828205  39.8418   72.7050  0.090
GB6J164951+325846     65  18.639          1 0.710890        252.470484         32.970890  38.7452   54.8255  0.112
GB6J164958+485726     68  19.642          0 0.000000        252.491855         48.954266  39.7431   75.4692  0.073
GB6J165001+160330     30  20.182          0 0.000000        252.496290         16.059555  33.9490   34.6388  0.328
GB6J165006+414047    136  17.720          1 0.585000        252.522840         41.675678  39.7128   66.0009  0.116
GB6J165019+081248     48  20.297          0 0.000000        252.586241          8.210661  30.6095   26.2319  0.438
GB6J165050+432638     33  20.647          1 3.215591        252.711496         43.434807  39.6488   68.2923  0.074
GB6J165114+095555     62  18.671          0 0.000000        252.809744          9.941292  31.1774   28.1544  0.298
GB6J165115+281633     40  22.474          0 0.000000        252.823992         28.268331  37.4665   49.0602  0.249
GB6J165138+400227     49  17.435          1 2.343000        252.906361         40.038609  39.3121   63.9094  0.073
GB6J165202+623204     85  19.299          1 1.633000        253.006325         62.535854  37.5107   92.6500  0.124
GB6J165205+052321     43  21.450          0 0.000000        253.025093          5.373621  28.9155   23.5625  0.432
GB6J165220+213419     34  21.700          0 0.000000        253.083715         21.573149  35.3572   41.1557  0.266
GB6J165223+481909     32  22.113          0 0.000000        253.100681         48.315590  39.3688   74.6191  0.070
GB6J165232+401358    111  20.653          1 0.902230        253.138390         40.232872  39.1511   64.1780  0.077
GB6J165248+280657     34  20.011          0 0.000000        253.204708         28.118645  37.1047   48.9798  0.264
GB6J165248+363149     44  19.234          6 0.648000        253.201847         36.536816  38.7041   59.4608  0.078
GB6J165253+111856     55  17.735          0 0.000000        253.226595         11.314819  31.3964   29.8119  0.247
GB6J165258+390239    330  21.206          1 1.299000        253.243790         39.047169  38.9633   62.6667  0.080
GB6J165258+464534     32  19.377          0 0.000000        253.240414         46.763653  39.3093   72.6102  0.094
GB6J165306+223817     49  21.546          1 0.802540        253.277950         22.630854  35.5196   42.4574  0.321
GB6J165323+250551     34  18.304          1 1.006670        253.348703         25.091606  36.1848   45.3816  0.274
GB6J165324+353722     31  19.134          0 0.000000        253.347645         35.622475  38.4590   58.3239  0.083
GB6J165329+310746    158  17.489          1 1.298000        253.374624         31.132479  37.6406   52.7166  0.138
GB6J165353+394541   1375  13.369          6 0.033000        253.467579         39.760174  38.8590   63.6000  0.079
GB6J165354+243249     64  22.046          0 0.000000        253.472586         24.543024  35.9208   44.7707  0.254
GB6J165411+473828     45  21.237          0 0.000000        253.551149         47.643303  39.0853   73.7411  0.089
GB6J165414+434319     46  18.294          4 0.164890        253.552122         43.719574  39.0498   68.6870  0.068
GB6J165442+420917     32  21.955          0 0.000000        253.680325         42.155491  38.8803   66.6835  0.123
GB6J165451+150238     97  18.276          1 0.290000        253.716002         15.049200  32.4763   34.0620  0.373
GB6J165459+475535     37  20.860          0 0.000000        253.757200         47.927734  38.9413   74.1036  0.077
GB6J165518+423349    125  20.833          0 0.000000        253.828297         42.561062  38.7948   67.2115  0.107
GB6J165518+434404     37  19.251          0 0.000000        253.839483         43.725136  38.8425   68.7043  0.066
GB6J165542+324414     67  19.673          6 1.401870        253.928404         32.738964  37.4987   54.8208  0.110
GB6J165543+194846    169  19.849          1 3.261374        253.931523         19.813088  34.0258   39.4554  0.348
GB6J165547+444735     35  17.261          1 0.076000        253.947315         44.790199  38.8006   70.0739  0.059
GB6J165550+243248     62  22.061          1 1.306120        253.958502         24.544327  35.4980   44.9297  0.250
GB6J165555+310614     41  22.093          0 0.000000        253.972835         31.115593  37.1363   52.8305  0.140
GB6J165605+151514    105  20.787          0 0.000000        254.021702         15.253881  32.2837   34.4209  0.389
GB6J165628+491207     53  19.239          1 2.175210        254.114742         49.198200  38.6706   75.7252  0.065
GB6J165634+182624    349  20.091          1 2.551000        254.142036         18.440653  33.3607   37.9928  0.366
GB6J165639+385959     32  21.378          0 0.000000        254.169216         39.000709  38.2434   62.7033  0.091
GB6J165645+280707     33  20.526          0 0.000000        254.189615         28.119259  36.2630   49.2476  0.289
GB6J165656+154354     61  19.922          0 0.000000        254.241543         15.730168  32.2713   35.0372  0.399
GB6J165714+260034     45  20.168          0 0.000000        254.309235         26.008041  35.6070   46.7656  0.270
GB6J165725+003630     40  20.141          0 0.000000        254.343967          0.614750  25.4513   19.6059  0.485
GB6J165728+741302     51  18.185          4 0.159000        254.383478         74.214081  33.6573  106.2361  0.215
GB6J165730+203040     42  21.496          1 0.000000        254.376898         20.515024  33.8699   40.4222  0.334
GB6J165736+185830     40  18.205          1 1.381140        254.396954         18.979611  33.3254   38.6984  0.352
GB6J165746+480832    738  21.854          1 1.669000        254.445333         48.142513  38.4775   74.3686  0.074
GB6J165754+232231     47  20.762          4 0.484080        254.478865         23.371639  34.6951   43.7342  0.275
GB6J165801+344330    474  17.988          1 1.939000        254.505930         34.724564  37.3823   57.3896  0.082
GB6J165802+473749   1244  17.753          1 1.610000        254.511595         47.630348  38.4383   73.7141  0.088
GB6J165803+360503     52  18.070          1 2.116000        254.510937         36.084488  37.5956   59.0824  0.083
GB6J165842+113638    109  23.379          0 0.000000        254.675102         11.611406  30.2334   30.8208  0.266
GB6J165845+665324    121  19.812          0 0.000000        254.691295         66.885323  35.7541   97.6893  0.174
GB6J165913+171418    142  18.903          1 2.011460        254.807711         17.237522  32.3342   36.9313  0.351
GB6J165924+262934    520  18.166          1 0.794800        254.850626         26.493626  35.2725   47.5018  0.257
GB6J165926+150318     40  20.008          0 0.000000        254.861898         15.054527  31.4589   34.5749  0.390
GB6J165933+172613     95  21.295          0 0.000000        254.887791         17.441263  32.3380   37.1888  0.345
GB6J165948+130518     76  22.228          0 0.000000        254.952793         13.090589  30.5968   32.5130  0.286
GB6J170010+172310     37  21.773          0 0.000000        255.043945         17.392903  32.1817   37.2003  0.339
GB6J170057+661242     91  21.854          0 0.000000        255.246649         66.207642  35.7073   96.8131  0.169
GB6J170107+284734     34  22.406          0 0.000000        255.276203         28.781319  35.5018   50.3318  0.282
GB6J170111+353334     50  18.541          1 0.501000        255.301552         35.564842  36.8806   58.5647  0.092
GB6J170123+395432    150  16.173          6 0.507000        255.352650         39.910301  37.4338   63.9738  0.122
GB6J170155+222721     37  17.839          1 0.196970        255.492697         22.444954  33.5190   43.0222  0.264
GB6J170209+264314     71  17.906          6 0.000000        255.540133         26.720764  34.7410   47.9732  0.250
GB6J170216+360306     34  22.042          0 0.000000        255.563193         36.059799  36.7516   59.2178  0.099
GB6J170334+261517     38  23.694          0 0.000000        255.892525         26.253115  34.3089   47.5330  0.223
GB6J170414+203241     54  21.599          0 0.000000        256.061697         20.541786  32.3935   41.0873  0.333
GB6J170449+713840     43  18.129          6 0.350000        256.195736         71.638222  33.9577  103.0916  0.221
GB6J170504+353747     34  23.140          0 0.000000        256.274614         35.633057  36.1121   58.8137  0.111
GB6J170535+115903     30  19.858          0 0.000000        256.395550         11.979684  28.8564   32.0131  0.293
GB6J170547+730823     53  23.098          0 0.000000        256.460838         73.132446  33.4482  104.7828  0.236
GB6J170559+413207     52  20.580          0 0.000000        256.500835         41.533222  36.7364   66.1103  0.105
GB6J170618+265440     42  20.647          0 0.000000        256.579170         26.915821  33.9024   48.5075  0.240
GB6J170620+120837    198  24.802          0 0.000000        256.585379         12.149948  28.7580   32.2777  0.312
GB6J170636+095346    238  19.253          0 0.000000        256.653042          9.899899  27.7469   29.9945  0.353
GB6J170649+300414     34  19.425          1 2.072930        256.710177         30.070169  34.6048   52.2308  0.240
GB6J170716+453607    461  17.140          1 0.645000        256.823988         45.602936  36.8058   71.1991  0.126
GB6J170726+231241     42  22.662          0 0.000000        256.856060         23.205996  32.5678   44.3578  0.238
GB6J170731+164858    140  18.415          0 0.000000        256.881466         16.812420  30.3355   37.3326  0.405
GB6J170732+112206    117  19.751          1 2.406000        256.885328         11.366872  28.1646   31.6074  0.321
GB6J170744+220048     56  21.994          1 1.593210        256.933994         22.013842  32.1171   43.0487  0.311
GB6J170745+133117    412  17.238          1 0.936000        256.940145         13.518116  29.0011   33.8653  0.456
GB6J170753+184642    258  19.413          0 0.000000        256.973934         18.777506  30.9736   39.4956  0.374
GB6J170801+140246    250  20.067          0 0.000000        257.006693         14.042786  29.1522   34.4449  0.473
GB6J170801+334648    111  18.262          1 1.345390        257.005205         33.779564  35.1777   56.7097  0.118
GB6J170808+252626    146  21.541          4 0.018890        257.038508         25.439014  33.0879   46.9498  0.204
GB6J170816+432107     34  22.843          0 0.000000        257.085171         43.352348  36.4715   68.4157  0.076
GB6J170825+110510     73  18.818          0 0.000000        257.108145         11.081414  27.8462   31.4183  0.350
GB6J170841+430907     33  19.899          1 2.658680        257.171831         43.152889  36.3919   68.1752  0.081
GB6J170844+003459    396  20.810          1 0.449000        257.186022          0.585970  22.9682   21.1221  0.648
GB6J170940+431845    117  19.038          1 1.027000        257.421198         43.312374  36.2246   68.3917  0.073
GB6J171008+274201     31  20.972          4 0.441750        257.537470         27.711161  33.3005   49.7052  0.258
GB6J171008+701647     46  19.211          0 0.000000        257.545538         70.280907  33.8928  101.3737  0.216
GB6J171100+134807     54  20.803          0 0.000000        257.750730         13.804811  28.3951   34.5255  0.566
GB6J171103+383016     36  20.525          1 4.000000        257.773075         38.501206  35.3920   62.5385  0.221
GB6J171127+304006     58  20.232          1 0.713260        257.861681         30.667856  33.7845   53.2214  0.191
GB6J171137+194812     37  21.112          0 0.000000        257.905140         19.804653  30.5151   40.9753  0.293
GB6J171149+733410     50  20.994          0 0.000000        257.969427         73.567963  32.9098  105.1345  0.244
GB6J171205+105811     68  18.207          0 0.000000        258.027163         10.964526  26.9792   31.7281  0.471
GB6J171209+605341     91  19.170          1 1.693300        258.051567         60.891369  35.4539   90.1060  0.116
GB6J171257+720419     49  21.588          0 0.000000        258.231383         72.066658  33.2318  103.3822  0.221
GB6J171305+001601     54  18.487          0 0.000000        258.267803          0.270618  21.8708   21.3984  0.710
GB6J171322+325624     50  17.536          1 0.101300        258.344107         32.941113  33.9086   55.9987  0.187
GB6J171332+215607     57  18.775          0 0.000000        258.385792         21.932760  30.8192   43.4791  0.259
GB6J171507+361952     93  20.197          1 0.555000        258.784876         36.330616  34.2372   60.0952  0.195
GB6J171521+214547    306  21.353          1 4.011000        258.838549         21.758808  30.3650   43.4515  0.266
GB6J171523+572434     35  15.731          5 0.027000        258.845730         57.411198  35.3990   85.8062  0.117
GB6J171531+632341     37  18.178          1 2.182000        258.899803         63.393333  34.7196   93.0689  0.133
GB6J171605+212146     37  18.578          0 0.000000        259.023256         21.370115  30.0722   43.0951  0.294
GB6J171609+533137     53  20.248          0 0.000000        259.042854         53.523987  35.4722   81.0337  0.096
GB6J171610+215203    703  19.964          1 0.358000        259.046631         21.870457  30.2204   43.6483  0.256
GB6J171613+683636    838  17.954          1 0.777000        259.058075         68.610764  33.7498   99.2713  0.181
GB6J171639+435726    109  21.889          0 0.000000        259.159126         43.954857  35.0311   69.3210  0.094
GB6J171643+533534     33  21.875          0 0.000000        259.186621         53.594276  35.3854   81.1177  0.101
GB6J171651+261557    132  18.819          0 0.000000        259.215975         26.269701  31.4583   48.5689  0.186
GB6J171653+230550     46  17.657          0 0.000000        259.223585         23.098139  30.4706   45.0539  0.261
GB6J171656+304843     49  22.626          0 0.000000        259.231739         30.803772  32.6759   53.7234  0.168
GB6J171659+302446    152  22.839          0 0.000000        259.249735         30.412064  32.5628   53.2778  0.174
GB6J171716+262145     50  18.516          1 1.934000        259.313193         26.363613  31.4026   48.7041  0.188
GB6J171727+390532    107  19.077          0 0.000000        259.368811         39.089664  34.2535   63.4794  0.194
GB6J171747+533202     31  19.492          1 2.600710        259.455042         53.523136  35.2273   81.0269  0.106
GB6J171808+444824    129  21.844          0 0.000000        259.530830         44.803452  34.8469   70.3822  0.123
GB6J171813+422759     86  18.233          1 0.180000        259.563332         42.471764  34.5769   67.5645  0.084
GB6J171818+010911     60  21.862          0 0.000000        259.580326          1.155904  21.1529   22.9151  0.706
GB6J171823+423953     38  20.130          0 0.000000        259.594889         42.662514  34.5765   67.7979  0.083
GB6J171929+244139     80  19.737          1 0.347330        259.874010         24.690716  30.4135   47.0246  0.300
GB6J171941+354700     30  21.259          4 0.269000        259.900958         35.784972  33.2470   59.6594  0.195
GB6J171953+081709    499  16.446          1 1.185000        259.967537          8.284316  24.0972   29.9625  0.381
GB6J172059+592655     41  20.810          0 0.000000        260.252695         59.447067  34.5123   88.2160  0.123
GB6J172110+354217    784  18.027          1 0.283000        260.289545         35.704464  32.9218   59.6412  0.195
GB6J172121+375738     49  21.594          0 0.000000        260.340157         37.953098  33.3128   62.2856  0.214
GB6J172130+370422     45  20.621          4 0.536670        260.372973         37.067505  33.1239   61.2509  0.231
GB6J172144+323334     89  22.514          0 0.000000        260.430507         32.554691  32.1120   56.0285  0.176
GB6J172234+433942     79  21.954          0 0.000000        260.647545         43.655895  33.9310   69.1008  0.097
GB6J172236+585636    314  19.604          1 1.991698        260.653038         58.939518  34.3434   87.5848  0.122
GB6J172241+281455    224  18.056          1 0.945000        260.675669         28.250004  30.7864   51.2208  0.174
GB6J172241+610604    245  19.130          1 2.058000        260.666914         61.099945  34.1707   90.1904  0.130
GB6J172243+243618     35  17.800          1 0.175000        260.671864         24.605337  29.6982   47.1941  0.318
GB6J172244+101323    449  19.444          1 0.732000        260.685768         10.226599  24.3000   32.2183  0.499
GB6J172253+245836    378  18.114          1 2.252420        260.720787         24.976292  29.7727   47.6157  0.305
GB6J172258+561133    125  22.861          1 2.269000        260.741701         56.189533  34.4251   84.2534  0.126
GB6J172315+654751    182  16.937          1 1.442000        260.808935         65.796166  33.5651   95.8003  0.178
GB6J172320+341744    493  15.586          1 0.206000        260.836658         34.299439  32.1843   58.1261  0.161
GB6J172320+535710     53  18.634          0 0.000000        260.829306         53.950085  34.4106   81.5380  0.143
GB6J172335+255446     33  19.426          4 0.235320        260.887327         25.912809  29.9193   48.6961  0.245
GB6J172336+081342     40  20.390          0 0.000000        260.902920          8.223782  23.2391   30.3473  0.397
GB6J172339+523641    334  18.912          0 0.000000        260.915623         52.613441  34.3500   79.9189  0.125
GB6J172342+445558     62  21.168          0 0.000000        260.928182         44.934017  33.8743   70.6581  0.101
GB6J172404+400432    524  21.110          1 1.049000        261.022625         40.076794  33.1530   64.8956  0.149
GB6J172405+085934     51  19.833          0 0.000000        261.020422          8.994332  23.4713   31.1576  0.384
GB6J172412+670559     56  20.210          0 0.000000        261.049204         67.096291  33.2793   97.3243  0.211
GB6J172414+330306    475  20.015          1 0.548000        261.059132         33.051102  31.7168   56.7446  0.189
GB6J172438+331926     40  19.592          0 0.000000        261.157408         33.326748  31.7020   57.0822  0.189
GB6J172441+605611    246  22.133          0 0.000000        261.172571         60.932152  33.9407   89.9636  0.137
GB6J172518+302644     89  18.723          1 0.980710        261.322918         30.444691  30.8446   53.8585  0.171
GB6J172528+530114    110  16.590          0 0.000000        261.377134         53.024219  34.0777   80.4210  0.135
GB6J172535+585127     55  17.555          6 0.297400        261.395931         58.861107  33.9648   87.4634  0.123
GB6J172559+263502     33  18.604          0 0.000000        261.507940         26.575419  29.5902   49.6181  0.239
